,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
10,Taggerung,Brian Jacques Gary Chalk,4.14,"15,299",243,NA,0,"The Redwall series is soon to be a Netflix original movie!

The bestselling Redwall saga continues in Taggerung.

Years ago, the vermin clan of Sawney Rath kidnapped one of Redwall's own-a baby otter, destined to become their Taggerung, a warrior hero of ancient legend. But as young Tagg grows, he rebels against his destiny. The young otter journeys in search of his birthplac The Redwall series is soon to be a Netflix original movie!

The bestselling Redwall saga continues in Taggerung.

Years ago, the vermin clan of Sawney Rath kidnapped one of Redwall's own-a baby otter, destined to become their Taggerung, a warrior hero of ancient legend. But as young Tagg grows, he rebels against his destiny. The young otter journeys in search of his birthplace, a member of Sawney's clan always near, out to destroy the deserter. With the feisty mouse Nimbalo, Tagg fends off the avenging vermin, but can he find his way back to the Redwall family from whom he was separated so long ago? Here is all of the excitement and adventure a Redwall fan could wish for!

Perfect for fans of T. A. Barron's Merlin saga, John Flanagan's Ranger's Apprentice series, and J. R. R. Tolkien's Lord of the Rings series.",fantasy
11,,,NA,NA,NA,NA,0,,NA
12,,,NA,NA,NA,NA,0,,NA
13,Attack of the Fiend,Joseph Delaney Patrick Arrasmith,4.20,"21,492",652,NA,0,"""I see your future clearly. Your master will be dead, and you will be alone. It would be better if you had never been born.""

Thomas Ward is the apprentice for the local Spook, who banishes boggarts and drives away ghosts. But now a new danger is threatening Tom's world. The witches are rising and the three most powerful clans are uniting in order to conjure an unimaginable ""I see your future clearly. Your master will be dead, and you will be alone. It would be better if you had never been born.""

Thomas Ward is the apprentice for the local Spook, who banishes boggarts and drives away ghosts. But now a new danger is threatening Tom's world. The witches are rising and the three most powerful clans are uniting in order to conjure an unimaginable evil.

Tom and the Spook set out to stop the witches before they unleash the demon. But when Tom finds himself on his own, he wonders if he has the courage and cunning to defeat the most powerful enemy he has ever encountered.",fantasy
14,Geist,Philippa Ballantine,3.65,"3,888",492,745,1,"Between the living and the dead is the Order of the Deacons, protectors of the Empire, guardians against possession, sentinels enlisted to ward off the malevolent haunting of the geists...

Among the most powerful of the Order is Sorcha, now thrust into partnership with the novice Deacon, Merrick Chambers. They have been dispatched to the isolated village of Ulrich to aide t Between the living and the dead is the Order of the Deacons, protectors of the Empire, guardians against possession, sentinels enlisted to ward off the malevolent haunting of the geists...

Among the most powerful of the Order is Sorcha, now thrust into partnership with the novice Deacon, Merrick Chambers. They have been dispatched to the isolated village of Ulrich to aide the Priory with a surge of violent geist activity. With them is Raed Rossin, Pretender to the throne that Sorcha is sworn to protect, and bearer of a terrible curse.

But what greets them in the strange settlement is something far more predatory and more horrifying than any mere haunting. And as she uncovers a tradition of twisted rituals passed down through the dark reaches of history, Sorcha will be forced to reconsider everything she thinks she knows.

And if she makes it out of Ulrich alive, what in Hell is she returning to?",fantasy
15,,,NA,NA,NA,NA,0,,NA
16,,,NA,NA,NA,NA,0,,NA
17,Queste,Angie Sage Mark Zug,4.06,"51,476","1,110",NA,0,"The fourth book in the internationally bestselling Septimus Heap series by Angie Sage, featuring the funny and fantastic adventures of a wizard apprentice and his quest to become an ExtraOrdinary Wizard.

New York Times Bestselling Series

""Breezy charm, gusts of spectacular Magyk and a buoyant plot combining drama and comedy in just the right proportions."" --Kirkus Reviews (s The fourth book in the internationally bestselling Septimus Heap series by Angie Sage, featuring the funny and fantastic adventures of a wizard apprentice and his quest to become an ExtraOrdinary Wizard.

New York Times Bestselling Series

""Breezy charm, gusts of spectacular Magyk and a buoyant plot combining drama and comedy in just the right proportions."" --Kirkus Reviews (starred review)

""The Septimus Heap series remains one of the best outcomes of the young-wizard furor catalyzed by Harry Potter."" --ALA Booklist

There's trouble at the Castle, and it's all because Merrin Meredith has returned with Darke plans for Septimus. More trouble awaits Septimus and Jenna in the form of Tertius Fume, the ghost of the very first Chief Hermetic Scribe, who is determined to send Septimus on a deadly Queste. But Septimus and Jenna have other plans--they are headed for the mysterious House of Foryx, a place where all Time meets and the place where they fervently hope they will be able to find Nicko and Snorri, who were trapped back in time in Physik. But how will Septimus escape the Queste?",fantasy
18,The Sword Thief,Peter Lerangis,3.89,"48,674","1,320",156,0,"Amy and Dan Cahill have been located once again, this time in the company of the notoriously unreliable Alistair Oh. Could they have been foolish enough to make an alliance?

Spies report that Amy and Dan seem to be tracking the life of one of the most powerful fighters the world has ever known. If this fearsome warrior was a Cahill, his secrets are sure to be well-guarded.. Amy and Dan Cahill have been located once again, this time in the company of the notoriously unreliable Alistair Oh. Could they have been foolish enough to make an alliance?

Spies report that Amy and Dan seem to be tracking the life of one of the most powerful fighters the world has ever known. If this fearsome warrior was a Cahill, his secrets are sure to be well-guarded... and the price to uncover them just might be lethal.",mystery
19,The Popes: A History,John Julius Norwich,3.70,"2,911",434,NA,0,"John Julius Norwich examines the oldest continuing institution in the world, tracing the papal line down the centuries from St Peter (traditionally - but by no means historically - the first Pope) to the present. Of the 280-odd holders of the supreme office, some have unquestionably been saints; others have wallowed in unspeakable iniquity.

One was said to have been a woman John Julius Norwich examines the oldest continuing institution in the world, tracing the papal line down the centuries from St Peter (traditionally - but by no means historically - the first Pope) to the present. Of the 280-odd holders of the supreme office, some have unquestionably been saints; others have wallowed in unspeakable iniquity.

One was said to have been a woman, her sex being revealed only when she improvidently gave birth to a baby during a papal procession. Almost as shocking was Formosus whose murdered corpse was exhumed, clothed in pontifical vestments, propped up on a throne and subjected to trial.

From the glories of Byzantium to the decay of Rome, from the Albigensian Heresy to controversy within the Church today, The Popes is superbly written, witty and revealing.",history
20,,,NA,NA,NA,NA,0,,NA
21,Consumption,Kevin Patterson,3.80,732,153,NA,0,"Born on the tundra in the 1950s, Victoria knows nothing but the nomadic life of the Inuit until, at the age of ten, she is diagnosed with tuberculosis and evacuated to a southern sanitarium. When she returns home six years later, she finds a radically different world, where the traditionally rootless tribes have uneasily congregated in small communities. And Victoria has b Born on the tundra in the 1950s, Victoria knows nothing but the nomadic life of the Inuit until, at the age of ten, she is diagnosed with tuberculosis and evacuated to a southern sanitarium. When she returns home six years later, she finds a radically different world, where the traditionally rootless tribes have uneasily congregated in small communities. And Victoria has become a stranger to her family and her culture.

In Rankin Inlet, a small town bordering the Arctic Ocean, the lives of the Inuit are gradually changing. The caribou and seals are no longer plentiful, and Western commerce has come to the community through a proposed diamond mine. Victoria Robertson wakes to a violent storm, her three children stirring in the dark. Her father, Emo, a legendary hunter who has come in off the land to work in a mine, checks to see if the family is all right. So does her Inuit lover, as Victoriaâs British husband is away on business.

Thus the reader enters into the modern contradictions of the Arcticâwalrus meat and convenience food, midnight sun and 24-hour satellite TV, dog teams and diamond minesâand into the heart of Victoria's internal exile. Born on the tundra in the 1950s, Victoria knows nothing but the nomadic life of the Inuit until, at the age of ten, she is diagnosed with tuberculosis and evacuated to a southern sanitarium. When she returns home six years later, she finds a radically different world, where the traditionally rootless tribes have uneasily congregated in small communities. And Victoria has become a stranger to her family and her culture.",fiction
22,,,NA,NA,NA,NA,0,,NA
23,"The Flavor Bible: The Essential Guide to Culinary Creativity, Based on the Wisdom of America's Most Imaginative Chefs",Karen Page Andrew Dornenburg,3.88,"21,967",286,Brown,2,"Winner of the 2009 James Beard Book Award for Best Book: Reference and Scholarship

Great cooking goes beyond following a recipe--it's knowing how to season ingredients to coax the greatest possible flavor from them. Drawing on dozens of leading chefs' combined experience in top restaurants across the country, Karen Page and Andrew Dornenburg present the definitive guide to Winner of the 2009 James Beard Book Award for Best Book: Reference and Scholarship

Great cooking goes beyond following a recipe--it's knowing how to season ingredients to coax the greatest possible flavor from them. Drawing on dozens of leading chefs' combined experience in top restaurants across the country, Karen Page and Andrew Dornenburg present the definitive guide to creating ""deliciousness"" in any dish. Thousands of ingredient entries, organized alphabetically and cross-referenced, provide a treasure trove of spectacular flavor combinations. Readers will learn to work more intuitively and effectively with ingredients; experiment with temperature and texture; excite the nose and palate with herbs, spices, and other seasonings; and balance the sensual, emotional, and spiritual elements of an extraordinary meal.Seasoned with tips, anecdotes, and signature dishes from America's most imaginative chefs, THE FLAVOR BIBLE is an essentialÂ reference for every kitchen.",food-and-drink
24,The Story of Beautiful Girl,Rachel Simon,3.93,"25,888","3,846",634,1,"It is 1968. Lynnie, a young white woman with a developmental disability, and Homan, an African American deaf man, are locked away in an institution, the School for the Incurable and Feebleminded, and have been left to languish, forgotten. Deeply in love, they escape, and find refuge in the farmhouse of Martha, a retired schoolteacher and widow. But the couple is not alone- It is 1968. Lynnie, a young white woman with a developmental disability, and Homan, an African American deaf man, are locked away in an institution, the School for the Incurable and Feebleminded, and have been left to languish, forgotten. Deeply in love, they escape, and find refuge in the farmhouse of Martha, a retired schoolteacher and widow. But the couple is not alone-Lynnie has just given birth to a baby girl. When the authorities catch up to them that same night, Homan escapes into the darkness, and Lynnie is caught. But before she is forced back into the institution, she whispers two words to Martha: ""Hide her."" And so begins the 40-year epic journey of Lynnie, Homan, Martha, and baby Julia-lives divided by seemingly insurmountable obstacles, yet drawn together by a secret pact and extraordinary love.",fiction
25,Heaven,Randy Alcorn,4.21,"11,809",864,526,0,"What is Heaven really going to be like? What will we look like? What will we do? Won't Heaven get boring after a while?

We all have questions about what Heaven will be like, and after 25 years of extensive research, Dr. Randy Alcorn has the answers.

In the most comprehensive and definitive book on Heaven to date, Randy invites you to picture Heaven the way Scripture describe What is Heaven really going to be like? What will we look like? What will we do? Won't Heaven get boring after a while?

We all have questions about what Heaven will be like, and after 25 years of extensive research, Dr. Randy Alcorn has the answers.

In the most comprehensive and definitive book on Heaven to date, Randy invites you to picture Heaven the way Scripture describes it-- a bright, vibrant, and physical New Earth, free from sin, suffering, and death, and brimming with Christ's presence, wondrous natural beauty, and the richness of human culture as God intended it.

God has put eternity in our hearts. Now, Randy Alcorn brings eternity to light in a way that will surprise you, spark your imagination, and change how you live life today.

If you've always thought of Heaven as a realm of disembodied spirits, clouds, and eternal harp strumming, you're in for a wonderful surprise.

This is a book about real people with real bodies enjoying close relationships with God and each other, eating, drinking, working, playing, traveling, worshiping, and discovering on a New Earth. Earth as God created it. Earth as he intended it to be.

And the next time you hear someone say, ""We cant begin to imagine what Heaven will be like,"" you'll be able to tell them, ""I can.""",christian
26,Peace,Richard Bausch,3.82,965,191,171,2,"Italy, near Cassino, in the terrible winter of 1944. An icy rain, continuing unabated for days. Guided by a seventy-year-old Italian man in rope-soled shoes, three American soldiers are sent on a reconnaissance mission up the side of a steep hill that they discover, before very long, to be a mountain. As they climb, the old man's indeterminate loyalties only add to the ter Italy, near Cassino, in the terrible winter of 1944. An icy rain, continuing unabated for days. Guided by a seventy-year-old Italian man in rope-soled shoes, three American soldiers are sent on a reconnaissance mission up the side of a steep hill that they discover, before very long, to be a mountain. As they climb, the old man's indeterminate loyalties only add to the terror and confusion that engulf them. Peace is a feat of storytelling from one of America's most acclaimed novelists: a powerful look at the corrosiveness of violence, the human cost of war, and the redemptive power of mercy.


From the Trade Paperback edition.",fiction
27,The Sunday Philosophy Club,Alexander McCall Smith,3.36,"21,354","2,476",581,0,"With The Sunday Philosophy Club, Alexander McCall Smith, the author of the best-selling and beloved No. 1 Ladies' Detective Agency novels, begins a wonderful new series starring the irrepressibly curious Isabel Dalhousie.

Isabel is fond of problems, and sometimes she becomes interested in problems that are, quite frankly, none of her business. This may be the case when Isab With The Sunday Philosophy Club, Alexander McCall Smith, the author of the best-selling and beloved No. 1 Ladies' Detective Agency novels, begins a wonderful new series starring the irrepressibly curious Isabel Dalhousie.

Isabel is fond of problems, and sometimes she becomes interested in problems that are, quite frankly, none of her business. This may be the case when Isabel sees a young man plunge to his death from the upper circle of a concert hall in Edinburgh. Despite the advice of her housekeeper, Grace, who has been raised in the values of traditional Edinburgh, and her niece, Cat, who, if you ask Isabel, is dating the wrong man, Isabel is determined to find the truthâif indeed there is oneâbehind the man's death. The resulting moral labyrinth might have stymied even Kant. And then there is the unsatisfactory turn of events in Cat's love life that must be attended to.

Filled with thorny characters and a Scottish atmosphere as thick as a highland mist, The Sunday Philosophy Club is irresistible, and Isabel Dalhousie is the most delightful literary sleuth since Precious Ramotswe.",mystery
28,The Book of Delights,Ross Gay,4.24,"7,424","1,387",288,0,"Named one of the Best Books of 2019 by the Washington Independent Review of Books and Shelf Awareness.

Named a best reviewed book of 2019 by Lit Hub.

Named one of five books every high schooler should read by the School Library Journal

Ross Gayâs The Book of Delights is a genre-defying book of essaysâsome as short as a paragraph; some as long as five pagesâthat record the sm Named one of the Best Books of 2019 by the Washington Independent Review of Books and Shelf Awareness.

Named a best reviewed book of 2019 by Lit Hub.

Named one of five books every high schooler should read by the School Library Journal

Ross Gayâs The Book of Delights is a genre-defying book of essaysâsome as short as a paragraph; some as long as five pagesâthat record the small joys that occurred in one year, from birthday to birthday, and that we often overlook in our busy lives. His is a meditation on delight that takes a clear-eyed view of the complexities, even the terrors, in his life, including living in America as a black man; the ecological and psychic violence of our consumer culture; the loss of those he loves. Among Gayâs funny, poetic, philosophical delights: the way Botan Rice Candy wrappers melt in your mouth, the volunteer crossing guard with a pronounced tremor whom he imagines as a kind of boat-woman escorting pedestrians across the River Styx, a friendâs unabashed use of air quotes, pickup basketball games, the silent nod of acknowledgment between black people. And more than any other subject, Gay celebrates the beauty of the natural worldâhis garden, the flowers in the sidewalk, the birds, the bees, the mushrooms, the trees.

This is not a book of how-to or inspiration, though it could be read that way. Fans of Roxane Gay, Maggie Nelson, and Kiese Laymon will revel in Gayâs voice, and his insights. The Book of Delights is about our connection to the world, to each other, and the rewards that come from a life closely observed. Gayâs pieces serve as a powerful and necessary reminder that we can, and should, stake out a space in our lives for delight.Â",writing
29,The Spook's Sacrifice,Joseph Delaney,4.20,"13,748",482,NA,1,"As the Spook's apprentice Tom's first duty is to protect the County from the dark. But now Mam needs his help in her homeland of Greece. One of the most dangerous of the old gods, the Ordeen, is about to return there, bringing slaughter and devastation. Meanwhile, the Devil himself is still loose and if he and the Ordeen join forces, a new age of darkness will descend.

Mam As the Spook's apprentice Tom's first duty is to protect the County from the dark. But now Mam needs his help in her homeland of Greece. One of the most dangerous of the old gods, the Ordeen, is about to return there, bringing slaughter and devastation. Meanwhile, the Devil himself is still loose and if he and the Ordeen join forces, a new age of darkness will descend.

Mam has summoned a powerful group to her side but among them are Tom's old enemy, the Pendle witches, including the assassin Grimalkin, and the cunning clan leader Mab Moldheel. Can Tom go against all the Spook has taught him and ally himself to the witches? What is the secret that Mam is keeping from him? And what sacrifices must be made in the battle against the dark?",fantasy
30,,,NA,NA,NA,NA,0,,NA
31,Broken,Kelley Armstrong,4.15,"32,228",821,438,0,"In this thrilling new novel from the author of Industrial Magic, a pregnant werewolf may have unwittingly unleashed Jack the Ripper on the twenty-first century â and become his next targetâ¦

Ever since she discovered sheâs pregnant, Elena Michaels has been on edge. After all, sheâs never heard of another living female werewolf, let alone one whoâs given birth. But thankfully In this thrilling new novel from the author of Industrial Magic, a pregnant werewolf may have unwittingly unleashed Jack the Ripper on the twenty-first century â and become his next targetâ¦

Ever since she discovered sheâs pregnant, Elena Michaels has been on edge. After all, sheâs never heard of another living female werewolf, let alone one whoâs given birth. But thankfully, her expertise is needed to retrieve a stolen letter allegedly written by Jack the Ripper. As a distraction, the job seems simple enough â only the letter contains a portal to Victorian Londonâs underworld, which Elena inadvertently triggers â unleashing a vicious killer and a pair of zombie thugs.

Now Elena must find a way to seal the portal before the unwelcome visitors get what theyâre looking for â which, for some unknown reason, is Elenaâ¦


From the Paperback edition.",fantasy
32,Physik,Angie Sage Mark Zug,4.01,"51,398","1,322",390,0,"The third book in the internationally bestselling Septimus Heap series by Angie Sage, featuring the funny and fantastic adventures of a wizard apprentice and his quest to become an ExtraOrdinary Wizard.

New York Times Bestselling Series

""Few fans of the best-selling Septimus Heap series will be disappointed."" --ALA Booklist

""Readers will be indubitably hooked--worrying, laugh The third book in the internationally bestselling Septimus Heap series by Angie Sage, featuring the funny and fantastic adventures of a wizard apprentice and his quest to become an ExtraOrdinary Wizard.

New York Times Bestselling Series

""Few fans of the best-selling Septimus Heap series will be disappointed."" --ALA Booklist

""Readers will be indubitably hooked--worrying, laughing, and gasping over the nonstop adventures of this engaging troupe."" --VOYA (Starred Review)

When Silas Heap unSeals a forgotten room in the Palace, he releases the ghost of a Queen who lived five hundred years earlier. Queen Etheldredda is as awful in death as she was in life, and she's still up to no good. Her diabolical plan to give herself everlasting life requires Jenna's compliance, Septimus's disappearance, and the talents of her son, Marcellus Pye, a famous Alchemist and Physician. And if Queen Etheldredda's plot involves Jenna and Septimus, then it will surely involve Nicko, Alther Mella, Marcia Overstrand, Beetle, Stanley, Sarah, Silas, Spit Fyre, Aunt Zelda, and all of the other wacky, wonderful characters that made Magyk and Flyte so memorable.

With heart-stopping action and a dash of humor, Angie Sage continues the fantastical journey of Septimus Heap.",fantasy
33,Doctor Who: Night of the Humans,David Llewellyn,3.71,"1,417",116,NA,0,"'This is the Gyre - the most hostile environment in the galaxy...' 250,000 years' worth of junk floating in deep space, home to the shipwrecked Sittuun, the carnivorous Sollogs, and worst of all - the Humans. The Doctor and Amy arrive on this terrifying world in the middle of an all-out frontier war between Sittuun and Humans, and the countdown has already started. There's 'This is the Gyre - the most hostile environment in the galaxy...' 250,000 years' worth of junk floating in deep space, home to the shipwrecked Sittuun, the carnivorous Sollogs, and worst of all - the Humans. The Doctor and Amy arrive on this terrifying world in the middle of an all-out frontier war between Sittuun and Humans, and the countdown has already started. There's a comet in the sky, and it's on a collision course with the Gyre...When the Doctor is kidnapped, it's up to Amy and ""galaxy-famous swashbuckler"" Dirk Slipstream to save the day. But who is Slipstream, exactly? And what is he really doing here? This is a thrilling, all new adventure featuring the Doctor and Amy, as played by Matt Smith and Karen Gillan in the spectacular hit series from BBC Television.",media-tie-in
