,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
63,,,NA,NA,NA,NA,0,,NA
64,Outline,Rachel Cusk,3.67,"35,288","4,261",NA,6,"Outline is a novel in ten conversations. Spare and lucid, it follows a novelist teaching a course in creative writing during an oppressively hot summer in Athens. She leads her students in storytelling exercises. She meets other visiting writers for dinner. She goes swimming with an elderly Greek bachelor. The people she encounters speak, volubly, about themselves: their f Outline is a novel in ten conversations. Spare and lucid, it follows a novelist teaching a course in creative writing during an oppressively hot summer in Athens. She leads her students in storytelling exercises. She meets other visiting writers for dinner. She goes swimming with an elderly Greek bachelor. The people she encounters speak, volubly, about themselves: their fantasies, anxieties, pet theories, regrets and longings. And through these disclosures, a portrait of the narrator is drawn by contrast, a portrait of a woman learning to face a great loss. Outline is Rachel Cuskâs finest work yet, and one of the most startling, brilliant and original novels of recent years.",fiction
65,Bonjour Girl,Isabelle Lafleche,2.91,121,74,NA,0,"Dating, fashion, and drama: Clementine never has a dull day at the Parsons School of Design.

When Clementine Liu arrives in New York City to study at the Parsons School of Design, she knows that sheâs found
her place. It isnât long before she meets her fashionista soulmate, the loud and charismatic Jake, and Jonathan, a dreamy fashion photographer who turns her world upside Dating, fashion, and drama: Clementine never has a dull day at the Parsons School of Design.

When Clementine Liu arrives in New York City to study at the Parsons School of Design, she knows that sheâs found
her place. It isnât long before she meets her fashionista soulmate, the loud and charismatic Jake, and Jonathan, a dreamy fashion photographer who turns her world upside down.

Between schoolwork and glitzy fashion shows, Clementine launches a blog, Bonjour Girl, and her wit, originality, and flair quickly catapult the site to cult status. Unfortunately, this comes with a price: Clementine is faced with online abuse and public humiliation. In the midst of all the drama, she finds out that a classmate is not what she seems, and Clementine has to find a way to save both her reputation and Jakeâs fashion collection.",young-adult
66,Conversations with Friends,Sally Rooney,3.83,"217,079","18,860",568,5,"A sharply intelligent novel about two college students and the strange, unexpected connection they forge with a married couple.

Frances is twenty-one years old, cool-headed, and darkly observant. A college student and aspiring writer, she devotes herself to a life of the mind--and to the beautiful and endlessly self-possessed Bobbi, her best friend and comrade-in-arms. Love A sharply intelligent novel about two college students and the strange, unexpected connection they forge with a married couple.

Frances is twenty-one years old, cool-headed, and darkly observant. A college student and aspiring writer, she devotes herself to a life of the mind--and to the beautiful and endlessly self-possessed Bobbi, her best friend and comrade-in-arms. Lovers at school, the two young women now perform spoken-word poetry together in Dublin, where a journalist named Melissa spots their potential. Drawn into Melissa's orbit, Frances is reluctantly impressed by the older woman's sophisticated home and tall, handsome husband. Private property, Frances believes, is a cultural evil--and Nick, a bored actor who never quite lived up to his potential, looks like patriarchy made flesh. But however amusing their flirtation seems at first, it gives way to a strange intimacy neither of them expect. As Frances tries to keep her life in check, her relationships increasingly resist her control: with Nick, with her difficult and unhappy father, and finally even with Bobbi. Desperate to reconcile herself to the desires and vulnerabilities of her body, Frances's intellectual certainties begin to yield to something new: a painful and disorienting way of living from moment to moment.

Written with gem-like precision and probing intelligence, Conversations With Friends is wonderfully alive to the pleasures and dangers of youth.""",fiction
67,Enter Title Here,Rahul Kanakia,3.42,"1,504",409,430,0,"Iâm your protagonistâReshma Kapoorâand if you have the free time to read this book, then youâre probably nothing like me.

Reshma is a college counselorâs dream. Sheâs the top-ranked senior at her ultra-competitive Silicon Valley high school, with a spotless academic record and a long roster of extracurriculars. But there are plenty of perfect students in the country, and if Iâm your protagonistâReshma Kapoorâand if you have the free time to read this book, then youâre probably nothing like me.

Reshma is a college counselorâs dream. Sheâs the top-ranked senior at her ultra-competitive Silicon Valley high school, with a spotless academic record and a long roster of extracurriculars. But there are plenty of perfect students in the country, and if Reshma wants to get into Stanford, and into med school after that, she needs the hook to beat them all.

What's a habitual over-achiever to do? Land herself a literary agent, of course. Which is exactly what Reshma does after agent Linda Montrose spots an article she wrote for Huffington Post. Linda wants to represent Reshma, and, with her new agent's help scoring a book deal, Reshma knows sheâll finally have the key to Stanford.

But sheâs convinced no one would want to read a novel about a study machine like her. To make herself a more relatable protagonist, she must start doing all the regular American girl stuff she normally ignores. For starters, she has to make a friend, then get a boyfriend. And she's already planned the perfect ending: after struggling for three hundred pages with her own perfectionism, Reshma will learn that meaningful relationships can be more important than successâa character arc librarians and critics alike will enjoy.

Of course, even with a mastermind like Reshma in charge, things canât always go as planned. And when the valedictorian spot begins to slip from her grasp, sheâll have to decide just how far sheâll go for that satisfying ending. (Note: Itâs pretty far.)",young-adult
68,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,3.81,"190,122","12,475",437,1,"Seventeen-year-old Bianca Piper is cynical and loyal, and she doesn't think she's the prettiest of her friends by a long shot. She's also way too smart to fall for the charms of man-slut and slimy school hottie Wesley Rush. In fact, Bianca hates him. And when he nicknames her ""the Duff,"" she throws her Coke in his face.

But things aren't so great at home right now, and Bia Seventeen-year-old Bianca Piper is cynical and loyal, and she doesn't think she's the prettiest of her friends by a long shot. She's also way too smart to fall for the charms of man-slut and slimy school hottie Wesley Rush. In fact, Bianca hates him. And when he nicknames her ""the Duff,"" she throws her Coke in his face.

But things aren't so great at home right now, and Bianca is desperate for a distraction. She ends up kissing Wesley. Worse, she likes it. Eager for escape, Bianca throws herself into a closeted enemies-with-benefits relationship with him.
Until it all goes horribly awry. It turns out Wesley isn't such a bad listener, and his life is pretty screwed up, too. Suddenly Bianca realizes with absolute horror that sheâs falling for the guy she thought she hated more than anyone.",young-adult
69,Cover of Snow,Jenny Milchman,3.38,"7,369","1,069",224,1,"Waking up one wintry morning in her old farmhouse nestled in the Adirondack Mountains of New York, Nora Hamilton instantly knows that something is wrong. When her fog of sleep clears, she finds her world is suddenly, irretrievably shattered: Her husband, Brendan, has committed suicide.

The first few hours following Noraâs devastating discovery pass for her in a blur of numb Waking up one wintry morning in her old farmhouse nestled in the Adirondack Mountains of New York, Nora Hamilton instantly knows that something is wrong. When her fog of sleep clears, she finds her world is suddenly, irretrievably shattered: Her husband, Brendan, has committed suicide.

The first few hours following Noraâs devastating discovery pass for her in a blur of numbness and disbelief. Then, a disturbing awareness slowly settles in: Brendan left no note and gave no indication that he was contemplating taking his own life. Why would a rock-solid police officer with unwavering affection for his wife, job, and quaint hometown suddenly choose to end it all? Having spent a lifetime avoiding hard truths, Nora must now start facing them.

Unraveling her late husbandâs final days, Nora searches for an explanationâbut finds a bewildering resistance from Brendanâs best friend and partner, his fellow police officers, and his brittle mother. It quickly becomes clear to Nora that she is asking questions no one wants to answer. For beneath the soft cover of snow lies a powerful conspiracy that will stop at nothing to keep its presence unknown . . . and its darkest secrets hidden.",mystery
70,,,NA,NA,NA,NA,0,,NA
71,The Terranauts,T. Coraghessan Boyle,3.33,"5,368",780,333,0,"A powerful, affecting and hilarious deep-dive into human behavior in an intimate and epic story of science, society, sex, and survival, set in the early 1990s, from one of the greatest American novelists today.

It is 1994, and in the desert near Tillman, Arizona, forty miles from Tucson, a grand experiment involving the future of humanity is underway. As climate change thre A powerful, affecting and hilarious deep-dive into human behavior in an intimate and epic story of science, society, sex, and survival, set in the early 1990s, from one of the greatest American novelists today.

It is 1994, and in the desert near Tillman, Arizona, forty miles from Tucson, a grand experiment involving the future of humanity is underway. As climate change threatens the earth, eight scientists, four men and four women dubbed the âTerranauts,â have been selected to live under glass in E2, a prototype of a possible off-earth colony. Their sealed, three-acre compound comprises five biomesârainforest, savanna, desert, ocean and marshâand enough wildlife, water, and vegetation to sustain them.

Closely monitored by an all-seeing Mission Control, this New Eden is the brainchild of eco-visionary Jeremiah Reed, aka G.C.ââGod the Creatorââfor whom the project is both an adventure in scientific discovery and a momentous publicity stunt. In addition to their roles as medics, farmers, biologists, and survivalists, his young, strapping Terranauts must impress watchful visitors and a skeptical media curious to see if E2âs environment will somehow be compromised, forcing the Ecosphereâs seal to be brokenâand ending the mission in failure. As the Terranauts face increased scrutiny and a host of disasters, both natural and of their own making, their mantra: âNothing in, nothing out,â becomes a dangerously ferocious rallying cry.

Told through three distinct narratorsâDawn Chapman, the missionâs pretty young ecologist; Linda Ryu, her bitter, scheming best friend passed over for E2; and Ramsay Roothorp, E2âs sexually irrepressible WildmanâThe Terranauts brings to life an electrifying, pressured world in which connected lives are uncontrollably pushed to the breaking point. With characteristic humor and acerbic wit, T. C. Boyle indelibly inhabits the perspectives of the various players in this survivalist game, probing their motivations and illuminating their integrity and fragility to illustrate the inherent fallibility of human nature itself.",fiction
72,Himmelstiefe,Daphne Unruh,3.62,402,37,Science,0,"KÃ¼hle Morgenluft und ein rosa verfÃ¤rbter Himmel Ã¼ber Berlin. Als Kira (17) an diesem Morgen aufsteht, um den ersten Tag des letzten Schuljahres anzugehen und ausrechnet, dass sie jetzt nur noch 250 Schultage von der Freiheit trennen, endlich achtzehn zu sein und bei ihren Eltern auszuziehen, ahnt sie nicht, wie sehr ihre gewohnte Welt bald Kopf stehen wird.

Zuerst trifft si KÃ¼hle Morgenluft und ein rosa verfÃ¤rbter Himmel Ã¼ber Berlin. Als Kira (17) an diesem Morgen aufsteht, um den ersten Tag des letzten Schuljahres anzugehen und ausrechnet, dass sie jetzt nur noch 250 Schultage von der Freiheit trennen, endlich achtzehn zu sein und bei ihren Eltern auszuziehen, ahnt sie nicht, wie sehr ihre gewohnte Welt bald Kopf stehen wird.

Zuerst trifft sie die Liebe zu dem neuen SchÃ¼ler Tim wie ein Blitzschlag. Gleichzeitig Ã¼berfallen sie fiebrig-aggressive SchÃ¼be und seltsame WahrnehmungsstÃ¶rungen. Was ist nur los? Will sie ihre Verknalltheit in Tim den MÃ¤dchenschwarm nicht wahrhaben, oder dreht sie durch? Nichts dergleichen trifft zu. Die Symptome sind erste Anzeichen dafÃ¼r, dass Kira besondere FÃ¤higkeiten fÃ¼r eins der Elemente Erde, Feuer, Wasser, Luft und Ãther ausbildet. Seltsame Schatten beginnen sie zu verfolgen. Im letzten Moment gelingt ihr die Flucht aus einer psychiatrischen Anstalt, in die ihre Eltern sie gesteckt haben, und sie findet mit Hilfe ihrer Chatfreundin Atropa den Weg in die magische Welt an die Akademie der Elemente, wo sie Leute ihresgleichen trifft, die in ihrem jeweiligen Element ausgebildet werden. Doch Kira fÃ¼hlt sich zwischen den Welten. Sie will zurÃ¼ck zu Tim, aber das ist unmÃ¶glich, bevor sie nicht gelernt hat, mit ihren erwachenden KrÃ¤ften umzugehen. Gleichzeitig ist da Leo, Element Feuer, zu dem sie sich âmagischâ hingezogen fÃ¼hlt.

Atropa, Kiras Eltern, ihr Mentor Jerome, ihre Engelfreundin Neve oder der seltsame Pio - alle hÃ¼ten sie Geheimnisse, die Kiras bisherige IdentitÃ¤t vÃ¶llig aus den Angeln heben. Doch nicht nur das: Kira ist auch an der Akademie der Elemente auÃergewÃ¶hnlich. Nach und nach entdeckt sie, dass sie nicht nur besondere FÃ¤higkeiten besitzt, um ein Element zu beherrschen, sondern Talente in mehreren Elementen entwickelt. Das bedeutet sehr groÃe Macht. Ein Geheimbund, der nicht nur die magische Welt bedroht, sondern auch die reale Welt, will sie mit allen Mitteln auf seine Seite ziehen. Die dringendsten Fragen, die sich Kira immer wieder stellen, sind: Wem kann sie vertrauen? Wer gehÃ¶rt zu ihren wahren Freunden? Was ist ihre Bestimmung? Und wen liebt sie wirklich, Leo oder Tim?",fantasy
73,Reasons to Stay Alive,Matt Haig,4.12,"67,807","7,834",NA,1,"I want life. I want to read it and write it and feel it and live it. I want, for as much of the time as possible in this blink-of-an-eye existence we have, to feel all that can be felt. I hate depression. I am scared of it. Terrified, in fact. But at the same time, it has made me who I am. And if - for me - it is the price of feeling life, it's a price always worth paying. I want life. I want to read it and write it and feel it and live it. I want, for as much of the time as possible in this blink-of-an-eye existence we have, to feel all that can be felt. I hate depression. I am scared of it. Terrified, in fact. But at the same time, it has made me who I am. And if - for me - it is the price of feeling life, it's a price always worth paying.

Reasons to Stay Alive is about making the most of your time on earth. In the western world the suicide rate is highest amongst men under the age of 35. Matt Haig could have added to that statistic when, aged 24, he found himself staring at a cliff-edge about to jump off. This is the story of why he didn't, how he recovered and learned to live with anxiety and depression. It's also an upbeat, joyous and very funny exploration of how live better, love better, read better and feel more.",non-fiction
74,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space and the Subsequent Assault of the Equally Evil Lunchroom Zombie Nerds,Dav Pilkey,4.20,"16,884",541,NA,0,"Hooray for Captain Underpants! Everybody's favorite waistband warrior is back, ready to fight for Truth, Justice, and all that is Pre-Shrunk and Cottony. If you've read Dav Pilkey's first two comic epics, The Adventures of Captain Underpants and Captain Underpants and the Attack of the Talking Toilets, you already know the brave Captain is really just crabby old Principal Hooray for Captain Underpants! Everybody's favorite waistband warrior is back, ready to fight for Truth, Justice, and all that is Pre-Shrunk and Cottony. If you've read Dav Pilkey's first two comic epics, The Adventures of Captain Underpants and Captain Underpants and the Attack of the Talking Toilets, you already know the brave Captain is really just crabby old Principal Krupp, hypnotized into becoming the world's greatest superhero every time someone snaps their fingers. And of course you know the trouble-making hypnotists are none other than Jerome Horwitz Elementary School's two most notorious tricksters, George and Harold (""We rule!"" ""Me, too!"").
Well, George and Harold--surprise, surprise--are at it again. The cranky lunch ladies quit after George and Harold fool them into baking super-volcanic krispy kupcakes that flood the school with gigantic green globs o' goo. Mr. Krupp finds replacements and fast, but he unwittingly hires the tentacled alien trio of Zorx, Klax, and Jennifer in disguise! Will they turn everyone in school into evil zombie nerds? Can George and Harold save the world before it's too late? All seems lost until the diabolical Zorx snaps his... um, tentacles in front of Mr. Krupp, and the power of wedgies comes to the rescue once again.
Captain Underpants's third outing is better than ever, with patented Flip-o-Rama animation and wacky bonus comics like ""Captain Underpants--Wedgie Wars"" and ""Captain Underpants and the Night of the Living Lunch Ladies."" (Ages 8 to 12) --Paul Hughes",childrens
75,Kaleidoscope,A.H. Lueders,it,3,0,NA,0,,NA
76,Ephemeral,Addison Moore,4.05,"2,221",190,576,0,"Young Adult/ Mature Situations

The last thing Laken Stewart remembers is the oncoming car, then bursting through the windshield.

Two months dissolve without her knowledge and she finds herself in unfamiliar surroundings with strangers who not only profess to know her but insist sheâs someone else entirely.

Laken discovers her long dead boyfriend, Wesley, has been thrown int Young Adult/ Mature Situations

The last thing Laken Stewart remembers is the oncoming car, then bursting through the windshield.

Two months dissolve without her knowledge and she finds herself in unfamiliar surroundings with strangers who not only profess to know her but insist sheâs someone else entirely.

Laken discovers her long dead boyfriend, Wesley, has been thrown into this alternate world as well. He is quick to inform her she suffered a horrible fall and that her memory hasnât fully returned. According to Wesley the other life she hadâher name, her family, they were simply a side effect of her brain trauma.

In her quest for answers she meets Cooper Flanders, the son of her psychiatrist who readily believes every word she says.

Laken Stewart knows she died on that hot July afternoon, but now sheâs aliveâor is she?",young-adult
77,I Wish My Kids Had Cancer: A Family Surviving the Autism Epidemic,Michael Alan,1.23,39,16,176,0,"I Wish My Kids Had Cancer is a fatheras gripping, real glimpse of his familyas struggle to survive with two children with Autism. The book intimately, honestly, and powerfully, addresses the emotional, social, financial, political and medical aspects of a family fighting for their very existence. Learn about the struggle, the epidemic and Help Families In Need! Support Aut I Wish My Kids Had Cancer is a fatheras gripping, real glimpse of his familyas struggle to survive with two children with Autism. The book intimately, honestly, and powerfully, addresses the emotional, social, financial, political and medical aspects of a family fighting for their very existence. Learn about the struggle, the epidemic and Help Families In Need! Support Autism Through Song! Download the song aState of Emergencya by world-renowned recording artist Sara Hickman. ALL Proceeds Donated to help Families with Autism! Visit www.iwishmykidshadcancer.com to download or visit www.sarahickman.com to download this powerful, emotionally charged song written in response to this book. Encourage others to listen and download! Help provide hope for those with Autism!",NA
78,The Prodigal Village: A Christmas Tale,Irving Bacheller,2.80,10,3,NA,0,A morality tale on the effect of modernity and materialism on a small New England village.,holiday
79,Wild,Colet Abedi,3.95,655,82,NA,0,"My name is Wyld Buchanan.

Fresh out of college, I have a coveted intern position at the biggest movie studio in Hollywood, and probably the only virgin left in tinsel town.


One night, I decided to take fate into my own hands.

I was going to lose my innocence to a sexy stranger.


He thought I was being mysterious when I told him my name was Wild.

He thought I was just another My name is Wyld Buchanan.

Fresh out of college, I have a coveted intern position at the biggest movie studio in Hollywood, and probably the only virgin left in tinsel town.


One night, I decided to take fate into my own hands.

I was going to lose my innocence to a sexy stranger.


He thought I was being mysterious when I told him my name was Wild.

He thought I was just another starry eyed girl looking for a ticket to the shinier life.

He thought wrong.

And what are the odds I would ever see him again?


I should have taken that bet because who would have guessed my sexy stranger was Jamie freaking Donovan.

Mr. Hollywood himself.

Things were about to get a whole lot wilderâ¦.",romance
80,The Vagina Monologues,Eve Ensler Gloria Steinem,3.86,"33,765","2,318",304,0,"I decided to talk to women about their vaginas, to do vagina interviews, which became vagina monologues...At first women were reluctant to talk. They were a little shy. But once they got going, you couldn't stop them. Women secretly love to talk about their vaginas. They get very excited, mainly because no one's ever asked them before. I decided to talk to women about their vaginas, to do vagina interviews, which became vagina monologues...At first women were reluctant to talk. They were a little shy. But once they got going, you couldn't stop them. Women secretly love to talk about their vaginas. They get very excited, mainly because no one's ever asked them before.",feminism
81,The Master and Margarita,Mikhail Bulgakov Katherine Tiernan O'Connor Hans Fronius Diana Lewis Burgin Ellendea Proffer,4.28,"278,382","13,942",372,0,"The first complete, annotated English Translation of Mikhail Bulgakov's comic masterpiece.

An audacious revision of the stories of Faust and Pontius Pilate, The Master and Margarita is recognized as one of the essential classics of modern Russian literature. The novel's vision of Soviet life in the 1930s is so ferociously accurate that it could not be published during its a The first complete, annotated English Translation of Mikhail Bulgakov's comic masterpiece.

An audacious revision of the stories of Faust and Pontius Pilate, The Master and Margarita is recognized as one of the essential classics of modern Russian literature. The novel's vision of Soviet life in the 1930s is so ferociously accurate that it could not be published during its author's lifetime and appeared only in a censored edition in the 1960s. Its truths are so enduring that its language has become part of the common Russian speech.

One hot spring, the devil arrives in Moscow, accompanied by a retinue that includes a beautiful naked witch and an immense talking black cat with a fondness for chess and vodka. The visitors quickly wreak havoc in a city that refuses to believe in either God or Satan. But they also bring peace to two unhappy Muscovites: one is the Master, a writer pilloried for daring to write a novel about Christ and Pontius Pilate; the other is Margarita, who loves the Master so deeply that she is willing literally to go to hell for him. What ensues is a novel of inexhaustible energy, humor, and philosophical depth, a work whose nuances emerge for the first time in Diana Burgin's and Katherine Tiernan O'Connor's splendid English version.",classics
82,Not A Book,NOT A BOOK,3.93,208,29,NA,0,,politics
83,Stranger Than Fanfiction,Chris Colfer,3.82,"5,852","1,053",Brown,1,"Cash Carter is the young, world famous lead actor of the hit television Wiz Kids. When four fans jokingly invite him on a cross-country road trip, they are shocked that he actually takes them up on it. Chased by paparazzi and hounded by reporters, this unlikely crew takes off on a journey of a lifetime--but along the way they discover that the star they love has deep secre Cash Carter is the young, world famous lead actor of the hit television Wiz Kids. When four fans jokingly invite him on a cross-country road trip, they are shocked that he actually takes them up on it. Chased by paparazzi and hounded by reporters, this unlikely crew takes off on a journey of a lifetime--but along the way they discover that the star they love has deep secrets he's been keeping. What they come to learn about the life of the mysterious person they thought they knew will teach them about the power of empathy and the unbreakable bond of true friendship.",young-adult
84,Witness,Karen Hesse,3.72,"5,260",812,NA,3,"The Barnes & Noble Review

Karen Hesse's Newbery Award-winning skills are put to great use in Witness, a poetic tale about friendship, fanaticism, and the deadly undercurrents of racial prejudice. The story takes place in a small Vermont town in the year 1924, revealing the devastating impact of the Ku Klux Klan on this pastoral, insular community. At the heart of the tale a The Barnes & Noble Review

Karen Hesse's Newbery Award-winning skills are put to great use in Witness, a poetic tale about friendship, fanaticism, and the deadly undercurrents of racial prejudice. The story takes place in a small Vermont town in the year 1924, revealing the devastating impact of the Ku Klux Klan on this pastoral, insular community. At the heart of the tale are two motherless girls who come to the attention of the newly formed Klan: 12-year-old Leanora Sutter, who is black, and 6-year-old Esther Hirsch, who is Jewish.


Hesse tells her story, which is based on real events, through the eyes of 11 different characters. Each point of view is expressed in poetic form, but with a stark clarity of difference that makes the voices unique and identifiable. There is a fire-and-brimstone preacher whose sermons reveal him as a zealot and whose actions brand him as a hypocrite. There is a middle-aged farm woman named Sara who takes Esther under her wing despite the warnings of her neighbors, trying to help the child understand why the Klan has marked her and her widowed father as targets for their hatred. Esther's only other friend is Leanora, who is about to learn some harsh lessons on tolerance and hatred herself at the hands of the Klan. And linking them all together is 18-year-old Merlin Van Tornhout, a young man struggling to fit in with the adult world and determine for himself the difference between right and wrong. The remaining characters who circle the periphery of this core group reflect the various mind-sets and biases that were common during this era of fear and persecution, even in a setting as bucolic as the Vermont countryside.


Hesse weaves real historic events into her tale, such as the murder trial of the infamous kidnappers Leopold and Loeb, giving the work a definite period flavor. Using prose that is both sparse and powerful, she builds the tension with a slow crescendo of inevitability that ends in violence, but also offers up an unforgettable lesson on the true power of friendship and acceptance. (Beth Amos)",historical
85,Metal Mage,Eric Vall,4.07,"1,558",100,NA,0,"This magical world is about to have an industrial revolution.

1 - Get pulled from a life of 20th century boredom and thrust into a fantasy world.
2 - Find out there are a bunch of powerful monsters and evil wizards intent on killing everyone.
3 - Use new magical powers of earth and metal to craft awesome armor, swords, and GUNS.
4 - Kill the bad guys, become a hero, and h This magical world is about to have an industrial revolution.

1 - Get pulled from a life of 20th century boredom and thrust into a fantasy world.
2 - Find out there are a bunch of powerful monsters and evil wizards intent on killing everyone.
3 - Use new magical powers of earth and metal to craft awesome armor, swords, and GUNS.
4 - Kill the bad guys, become a hero, and have a harem of hot women.",fantasy
86,Adam,Ariel Schrag,2.68,"2,574",572,NA,0,"When Adam Freedman - a straight, cis teen from Piedmont, California - goes to stay with his older sister, Casey, in Brooklyn, he fantasizes about a summer of freedom, new friends, and falling in love. Heâs in for a surprise.

Itâs 2006, and Casey has thrown herself into NYCâs lesbian and trans activist scene - marriage equality marches, L Word-watching parties, BDSM sex club When Adam Freedman - a straight, cis teen from Piedmont, California - goes to stay with his older sister, Casey, in Brooklyn, he fantasizes about a summer of freedom, new friends, and falling in love. Heâs in for a surprise.

Itâs 2006, and Casey has thrown herself into NYCâs lesbian and trans activist scene - marriage equality marches, L Word-watching parties, BDSM sex clubs, and trans rights protests. Adam tags along, having fun in places heâd never have expected, but heâs surrounded by lesbians, and it seems like the last thing heâll find is a girlfriend. That is, until he meets Gillian. Adam is soon hopelessly, desperately in love...only thereâs just one small problem. Gillian thinks heâs a trans man.

Ariel Schragâs scathingly funny and poignant debut novel puts a fresh spin on questions of love, attraction, self-definition, and what it means to be part of a community.",fiction
87,Why I Am So Wise (Great Ideas),Friedrich Nietzsche R.J. Hollingdale,3.64,"1,544",134,90,0,"He has been called a brilliant thinker, strikingly original, subversive, evil, creative, brazen, intellectually passionate, challenging, and the Anti-Christ (""God is a crude answer, a piece of indelicacy against us thinkers"").

Reading German philosopher, Friedrich Nietzsche (1844-1900), can be a life-changing experience. He rejected Christianity as well as the morality of He has been called a brilliant thinker, strikingly original, subversive, evil, creative, brazen, intellectually passionate, challenging, and the Anti-Christ (""God is a crude answer, a piece of indelicacy against us thinkers"").

Reading German philosopher, Friedrich Nietzsche (1844-1900), can be a life-changing experience. He rejected Christianity as well as the morality of his time, embracing instead the belief that we are able to create our own values. The ideal man, in his view, was the ""Ubermensch,"" or superman, characterized by strong, creative, positive qualities, and able to impose his will upon the weak and worthless.

Written in 1888 but not published until 1908, Why I Am So Wise is Nietzscheâs singular autobiography, which sets out the story of his life in bizarre and provocative fashion yet remains key to an understanding of work. Why I Am So Wise is Nietzscheâs last great work. In January 1889, he began his descent into madness when he is said to have been found in tears in a Turin street, with his arms around a horse that had been beaten by its master.

Throughout history, some books have changed the world. They have transformed the way we see ourselves - and each other. They have inspired debate, dissent, war and revolution. They have enlightened, outraged, provoked and comforted. They have enriched lives - and destroyed them. Now Penguin brings you the works of the great thinkers, pioneers, radicals and visionaries whose ideas shook civilization, and helped make us who we are.",philosophy
88,"A Million Random Digits with 100,000 Normal Deviates",Rand Corporation Michael D. Rich,4.41,58,18,NA,0,"A product of Rand's work in computing, as well a testament to the patience and persistence of researchers in the early days of Rand. A product of Rand's work in computing, as well a testament to the patience and persistence of researchers in the early days of Rand.",science
89,The Atonement Child,Francine Rivers,4.27,"39,951","1,440",684,0,"A beautiful repackaged edition of Francine Rivers's classic novel that breaks through the many taboos surrounding abortion. In one terrifying moment, Dynah Carey's perfect life is shattered by rape, her future irrevocably altered by an unwanted pregnancy, and her doting family torn apart. Her seemingly rock-solid faith is pushed to the limits as she faces the most momentou A beautiful repackaged edition of Francine Rivers's classic novel that breaks through the many taboos surrounding abortion. In one terrifying moment, Dynah Carey's perfect life is shattered by rape, her future irrevocably altered by an unwanted pregnancy, and her doting family torn apart. Her seemingly rock-solid faith is pushed to the limits as she faces the most momentous choice of her lifeâto embrace or to end the untimely life within her.",christian-fiction
90,The House of Brides,Jane Cockram,3.15,"1,422",299,NA,0,"Jane Cockram makes her thrilling debut with this page-turning tale of psychological suspense in which a young woman whose life is in tatters flees to the safety of a family estate in England, but instead of comfort finds chilling secrets and lies.

Mirandaâs life and career has been a roller-coaster ride. Her successful rise to the top of the booming lifestyle industry as a Jane Cockram makes her thrilling debut with this page-turning tale of psychological suspense in which a young woman whose life is in tatters flees to the safety of a family estate in England, but instead of comfort finds chilling secrets and lies.

Mirandaâs life and career has been a roller-coaster ride. Her successful rise to the top of the booming lifestyle industry as a social media influencer led to a humiliating fall after a controversial product she endorsed flopped. Desperate to get away from the hate-spewing trolls shaming her on the internet, she receives a mysterious letter from a young cousin in England that plunges her into a dark family mystery.

Mirandaâs mother Tessa Summers, a famous author, died when Miranda was a child. The young womanâs only connection to the Summers family is through Tessaâs famous book The House of Bridesâa chronicle of the generations of women who married into the infamous Summers family and made their home in the rambling Barnsley House, the familyâs estate. From Gertrude Summers, a famed crime novelist, to Mirandaâs grandmother Beatrice, who killed herself after setting fire to Barnsley while her children slept, each woman in The House of Brides is more notorious than the next. The houseâs current âbrideâ is the beautiful, effervescent Daphne, her Uncle Maxâs wifeâa famed celebrity chef who saved Barnsley from ruin turning the estate into an exclusive culinary destination and hotel.

Curious about this legendary family she has never met, Miranda arrives at Barnsley posing as a prospective nanny answering an advertisement. Sheâs greeted by the compelling yet cold housekeeper Mrs. Mins, and meets the children and her Uncle Maxânone of whom know her true identity. But Barnsley is not what Miranda expected. The luxury destination and award-winning restaurant is gone, and Daphne is nowhere to be found. Most disturbing, one of the children is in a wheelchair after a mysterious accident. What happened in this house? Where is Daphne? What darkness lies hidden in Barnsley?",mystery
