,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
12,Happiness Sold Separately,Lolly Winston,3.27,"5,900",703,NA,0,"Elinor Mackey has always done the right things in the right order -- college, law school, career, marriage -- but now everything's going wrong. After two painful years of trying, Elinor has learned that she can't have children. All the doctors can tell her is that it's probably because of her age. As she turns forty, she withdraws into an interior world of heartbreak. Elin Elinor Mackey has always done the right things in the right order -- college, law school, career, marriage -- but now everything's going wrong. After two painful years of trying, Elinor has learned that she can't have children. All the doctors can tell her is that it's probably because of her age. As she turns forty, she withdraws into an interior world of heartbreak. Elinor's loving husband, Ted, a successful podiatrist, has always done the right thing, too. Then he meets the wrong woman at the wrong time, and does the wrong thing. Ted's lover, Gina -- a beautiful and kindhearted nutritionist -- always eats the right thing, but is unlucky in love and always falls for the wrong men. Soon Ted has to fight to make everything right again. Can Elinor and Ted's marriage be saved? The answer is alarmingly fresh and unexpected as New York Times bestselling author Lolly Winston introduces us to characters as memorable as those of Anne Tyler and Nick Hornby, but who are indelibly all her own.",fiction
13,An Arsonist's Guide to Writers' Homes in New England,Brock Clarke,2.97,"6,160","1,355",321,1,"- New Hardcover with dust jacket -

A lot of remarkable things have happened in the life of Sam Pulsifer, the hapless hero of this incendiary novel, beginning with the ten years he spent in prison for accidentally burning down Emily Dickinson's house and unwittingly killing two people. Emerging at age twenty-eight, he creates a new life and identity as a husband and father. - New Hardcover with dust jacket -

A lot of remarkable things have happened in the life of Sam Pulsifer, the hapless hero of this incendiary novel, beginning with the ten years he spent in prison for accidentally burning down Emily Dickinson's house and unwittingly killing two people. Emerging at age twenty-eight, he creates a new life and identity as a husband and father. But when the homes of other famous New England writers suddenly go up in smoke, he must prove his innocence by uncovering the identity of this literary-minded arsonist.

In the league of such contemporary classics as A Confederacy of Dunces and The World According to Garp, An Arsonist's Guide to Writers' Homes in New England is an utterly original story about truth and honesty, life and the imagination.",fiction
14,Frontal Assault,Keith Douglass Chet Cunningham,3.77,56,1,NA,0,"Moving with deadly swiftness and stealth, Lieutenant Commander Blake Murdock and his elite SEAL team go up against the one man insane enough to take over the entire Middle East -- Saddam Hussein...",war
15,Rule of the Bone,Russell Banks,3.88,"8,551",766,NA,0,"In the tradition Huckleberry Finn and The Catcher in the Rye, Russell Banksâs quintessential novel of a disaffectedÂ homeless youth living on the edge of society âredefines the young modern anti-hero.Â .Â .Â .Â Rule of the Bone has its own culture and language, and Bone is sure to become a beloved character for generationsâ (San Francisco Chronicle). With a compelling, off-beat In the tradition Huckleberry Finn and The Catcher in the Rye, Russell Banksâs quintessential novel of a disaffectedÂ homeless youth living on the edge of society âredefines the young modern anti-hero.Â .Â .Â .Â Rule of the Bone has its own culture and language, and Bone is sure to become a beloved character for generationsâ (San Francisco Chronicle). With a compelling, off-beat protagonist evocative of Holden Caulfield and Quentin Coldwater, and a narrative voice that masterfully and naturally captures the nuances of a modern vernacular, Banksâs haunting and powerful novel is an indisputableâand unforgettableâmodern classic.",fiction
16,Derailed,James Siegel,3.77,"2,332",251,659,0,"Advertising director Charles Schine is just another New York commuter, regularly catching the 8.43 to work. But the day he misses his train is the day that changes his life. Catching the 9.05 instead, he can't help but be drawn by the sight of the person opposite. Charles has never cheated on his wife in eighteen years of marriage. But then Charles has never met anyone lik Advertising director Charles Schine is just another New York commuter, regularly catching the 8.43 to work. But the day he misses his train is the day that changes his life. Catching the 9.05 instead, he can't help but be drawn by the sight of the person opposite. Charles has never cheated on his wife in eighteen years of marriage. But then Charles has never met anyone like Lucinda Harris before. Charming, beautiful and a seductively good listener, Charles finds himself instantly attracted. And though Lucinda is married too, it is immediately apparent that the feeling is mutual. Their journeys into work become lunch dates, which become cocktails and eventually lead to a rented room in a seedy hotel. They both know the risks they are taking, but not in their worst nightmares could they foresee what is to follow. Suddenly their temptation turns horrifically sour, and their illicit liaison becomes caught up in something bigger, more dangerous, more brutally violent. Unable to talk to his partner or the police, Charles finds himself trapped in a world of dark conspiracy and psychological games. Somehow he's got to find a way to fight back, or his entire life will be spectacularly derailed for good.",thriller
17,,,NA,NA,NA,NA,0,,NA
18,Pinocchio,Carlo Collodi John Boyne Gioia Fiammenghi,3.85,"74,068","2,771",158,0,"A classic tale of mischance and mischief based on the original adventures.

A naughty wooden puppet gets into trouble, disobeys his father, forgets his pomises, and skips through life looking for fun. Just like a ""real boy."" Until he learns that to become truly real, he must open his heart and think of others. A classic tale of mischance and mischief based on the original adventures.

A naughty wooden puppet gets into trouble, disobeys his father, forgets his pomises, and skips through life looking for fun. Just like a ""real boy."" Until he learns that to become truly real, he must open his heart and think of others.",classics
19,"The History of Tom Jones, a Foundling",Henry Fielding Thomas Keymer Alice Wakely,3.75,"31,942","1,130",1024,1,"A foundling of mysterious parentage brought up by Mr. Allworthy on his country estate, Tom Jones is deeply in love with the seemingly unattainable Sophia Western, the beautiful daughter of the neighboring squireâthough he sometimes succumbs to the charms of the local girls. When Tom is banished to make his own fortune and Sophia follows him to London to escape an arranged A foundling of mysterious parentage brought up by Mr. Allworthy on his country estate, Tom Jones is deeply in love with the seemingly unattainable Sophia Western, the beautiful daughter of the neighboring squireâthough he sometimes succumbs to the charms of the local girls. When Tom is banished to make his own fortune and Sophia follows him to London to escape an arranged marriage, the adventure begins. A vivid Hogarthian panorama of eighteenth-century life, spiced with danger and intrigue, bawdy exuberance and good-natured authorial interjections, Tom Jones is one of the greatest and most ambitious comic novels in English literature.


Â Â Â â¢Â Includes a chronology, suggestions for further reading, notes, glossary, and an appendix of Fielding's revisions
Â Â Â â¢Â Introduction discusses narrative tecniques and themes, the context of eighteenth-century fiction and satire, and the historical and political background of the Jacobite revolution
For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",classics
20,Fingersmith,Sarah Waters,3.98,"99,330","6,443",768,6,"This is an alternate cover edition for ISBN13: 9781573229722

Sue Trinder is an orphan, left as an infant in the care of Mrs. Sucksby, a ""baby farmer,"" who raised her with unusual tenderness, as if Sue were her own. Mrs. Sucksbyâs household, with its fussy babies calmed with doses of gin, also hosts a transient family of petty thievesâfingersmithsâfor whom this house in This is an alternate cover edition for ISBN13: 9781573229722

Sue Trinder is an orphan, left as an infant in the care of Mrs. Sucksby, a ""baby farmer,"" who raised her with unusual tenderness, as if Sue were her own. Mrs. Sucksbyâs household, with its fussy babies calmed with doses of gin, also hosts a transient family of petty thievesâfingersmithsâfor whom this house in the heart of a mean London slum is home.

One day, the most beloved thief of all arrivesâGentleman, an elegant con man, who carries with him an enticing proposition for Sue: If she wins a position as the maid to Maud Lilly, a naÃ¯ve gentlewoman, and aids Gentleman in her seduction, they will all share in Maudâs vast inheritance. Once the inheritance is secured, Maud will be disposed ofâpassed off as mad, and made to live out the rest of her days in a lunatic asylum.

With dreams of paying back the kindness of her adopted family, Sue agrees to the plan. Once in, however, Sue begins to pity her helpless mark and care for Maud Lilly in unexpected ways, but no one and nothing is as it seems in this Dickensian novel of thrills and reversals.",historical
21,The Collector,John Fowles,3.99,"65,463","4,407",283,0,"Withdrawn, uneducated and unloved, Frederick collects butterflies and takes photographs. He is obsessed with a beautiful stranger, the art student Miranda. When he wins the pools he buys a remote Sussex house and calmly abducts Miranda, believing she will grow to love him in time.",fiction
22,,,NA,NA,NA,NA,0,,NA
23,Lord of the Deep,Dawn Thompson,3.34,440,36,043,0,"Accused of witchcraft and banished to the Isle of Mists, Meg is utterly alone, until the night the selkies appear for a moonlight orgy, glistening wet, proudly naked. As beautiful bodies entwine and shapes shift within the sea, a man comes forth from the waves--and what a man he is...

Strong and masterful, the Lord of the Deep enchants her...and Meg must surrender. Only he Accused of witchcraft and banished to the Isle of Mists, Meg is utterly alone, until the night the selkies appear for a moonlight orgy, glistening wet, proudly naked. As beautiful bodies entwine and shapes shift within the sea, a man comes forth from the waves--and what a man he is...

Strong and masterful, the Lord of the Deep enchants her...and Meg must surrender. Only he can satisfy her virgin longings--and her darkest desires...",adult-fiction
24,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.82,"6,016",660,103,0,"Once we bowled in leagues, usually after work--but no longer. This seemingly small phenomenon symbolizes a significant social change that Robert Putnam has identified in this brilliant volume, which The Economist hailed as ""a prodigious achievement.""

Drawing on vast new data that reveal Americans' changing behavior, Putnam shows how we have become increasingly disconnected Once we bowled in leagues, usually after work--but no longer. This seemingly small phenomenon symbolizes a significant social change that Robert Putnam has identified in this brilliant volume, which The Economist hailed as ""a prodigious achievement.""

Drawing on vast new data that reveal Americans' changing behavior, Putnam shows how we have become increasingly disconnected from one another and how social structures--whether they be PTA, church, or political parties--have disintegrated. Until the publication of this groundbreaking work, no one had so deftly diagnosed the harm that these broken bonds have wreaked on our physical and civic health, nor had anyone exalted their fundamental power in creating a society that is happy, healthy, and safe.

Like defining works from the past, such as The Lonely Crowd and The Affluent Society, and like the works of C. Wright Mills and Betty Friedan, Putnam's Bowling Alone has identified a central crisis at the heart of our society and suggests what we can do.",non-fiction
25,The Nature of Good and Evil,Sylvia Browne,4.08,308,15,NA,0,"We constantly see the ""senseless violence"" in our world, and it begs the question: ""How can an all-loving God allow this to exist?"" Indeed, many people simply reject any notion of God for this very reason. This book, the third in Sylvia Browne's Journey of the Soul series, gives you the philosohical framework to understand the nature of good and evilÂand the role of God in We constantly see the ""senseless violence"" in our world, and it begs the question: ""How can an all-loving God allow this to exist?"" Indeed, many people simply reject any notion of God for this very reason. This book, the third in Sylvia Browne's Journey of the Soul series, gives you the philosohical framework to understand the nature of good and evilÂand the role of God in the big picture. When you see how evil originated and why it thrives in our world, you're more prepared to face it and overcome it. Sylvia points out that you need not fear ""evil spirits"" or ""curses""Âwhich are merely stories bred from ignorance. And how would you like to serve as one of God's warriors of Light? Sylvia explains how to enlist!

By combining her philosophical and theological views, Sylvia creates a spiritual umbrella that rises above traditional religion. All paths that lead to knowing God have meritÂSylvia simply invites you to know Him/Her in your own way, free of dogma and fear.",spirituality
26,Godmother: The Secret Cinderella Story,Carolyn Turgeon,3.29,"2,218",520,NA,0,"Lil is an old woman who spends her days shelving rare books in a tiny Manhattan bookstore and lonely nights at home in her apartment. But Lil has an intriguing secret. Tucked and bound behind her back are white feathery wingsâthe only key to who she once was: the fairy godmother responsible for getting Cinderella to the ball to unite with her Prince Charming.

But on that fa Lil is an old woman who spends her days shelving rare books in a tiny Manhattan bookstore and lonely nights at home in her apartment. But Lil has an intriguing secret. Tucked and bound behind her back are white feathery wingsâthe only key to who she once was: the fairy godmother responsible for getting Cinderella to the ball to unite with her Prince Charming.

But on that fateful night, something went terribly and beautifully wrong. Lil allowed herself the unthinkable: to feel the emotions of human beings and fall in love with the prince herself, going to the ball in place of Cinderella in her exquisitely gorgeous human guise. For her unforgivable mistake, she was banished to live among humans, far from her fairy sisters and their magical underwater world. But then one day she meets Veronicaâa young, fair-skinned, flame-haired East Village beauty with a love of all things vintage and a penchant for falling in love with the wrong menâand suddenly it becomes clear to Lil that sheâs been given a chance at redemption. If she can find a soul mate for Veronica, she may right her wrong and return to the fairy world she so deeply longs for. . . .",fantasy
27,Stop in the Name of Pants!,Louise Rennison,4.16,"12,313",420,529,0,"Time to gird the loins and pucker up.

Blimey O'Reilly's trousers! Three maybe-boyfriends is a lot for any girl to handle--red-bottomed or not. What with Robbie the Sex God back from Kiwi-a-gogo land wanting to ""get coffee"" and whatsit, Masimo the Luuurve God saying things like """"Ciao,"" Georgia, see you later"" (the good see-you-later or the bad see-you-later ), and her mate Time to gird the loins and pucker up.

Blimey O'Reilly's trousers! Three maybe-boyfriends is a lot for any girl to handle--red-bottomed or not. What with Robbie the Sex God back from Kiwi-a-gogo land wanting to ""get coffee"" and whatsit, Masimo the Luuurve God saying things like """"Ciao,"" Georgia, see you later"" (the good see-you-later or the bad see-you-later ), and her mate Dave the Laugh snogging her in a pond, it's enough to make any girl mad.

Good thing she has the ace gang to keep her sane. Ish.

But now that she has tearfully eschewed Robbie the Sex God with a firm hand, Georgia is left with two potential snoggees to choose from, and it's high time she left the cakeshop of love for good. This time with a gorgey Italian cakey. Or a nip-libbling Dave the Tart. But certainly not both. Maybe.",young-adult
28,,,NA,NA,NA,NA,0,,NA
29,Someone Like You,Sarah Dessen,3.92,"102,416","4,014",421,3,"Halley has always followed in the wake of her best friend, Scarlett. But when Scarlett learns that her boyfriend has been killed in a motorcycle accident, and that she's carrying his baby, she's devastated. For the first time ever, Scarlett really needs Halley. Their friendship may bend under the weight, but it'll never breakâbecause a true friendship is a promise you keep Halley has always followed in the wake of her best friend, Scarlett. But when Scarlett learns that her boyfriend has been killed in a motorcycle accident, and that she's carrying his baby, she's devastated. For the first time ever, Scarlett really needs Halley. Their friendship may bend under the weight, but it'll never breakâbecause a true friendship is a promise you keep forever.",young-adult
30,A Beautiful Mind,Sylvia Nasar,4.12,"129,438","1,508",126,4,"Stories of famously eccentric Princetonians aboundâsuch as that of chemist Hubert Alyea, the model for The Absent-Minded Professor, or Ralph Nader, said to have had his own key to the library as an undergraduate. Or the ""Phantom of Fine Hall,"" a figure many students had seen shuffling around the corridors of the math and physics building wearing purple sneakers and writing Stories of famously eccentric Princetonians aboundâsuch as that of chemist Hubert Alyea, the model for The Absent-Minded Professor, or Ralph Nader, said to have had his own key to the library as an undergraduate. Or the ""Phantom of Fine Hall,"" a figure many students had seen shuffling around the corridors of the math and physics building wearing purple sneakers and writing numerology treatises on the blackboards. The Phantom was John Nash, one of the most brilliant mathematicians of his generation, who had spiraled into schizophrenia in the 1950s. His most important work had been in game theory, which by the 1980s was underpinning a large part of economics. When the Nobel Prize committee began debating a prize for game theory, Nash's name inevitably came upâonly to be dismissed, since the prize clearly could not go to a madman. But in 1994 Nash, in remission from schizophrenia, shared the Nobel Prize in economics for work done some 45 years previously.

Economist and journalist Sylvia Nasar has written a biography of Nash that looks at all sides of his life. She gives an intelligent, understandable exposition of his mathematical ideas and a picture of schizophrenia that is evocative but decidedly unromantic. Her story of the machinations behind Nash's Nobel is fascinating and one of very few such accounts available in print (the CIA could learn a thing or two from the Nobel committees).",biography
31,Born Confused,Tanuja Desai Hidier,3.82,"5,120",482,NA,2,"Dimple Lala doesn't know what to think. Her parents are from India, and she's spent her whole life resisting their traditions. Then suddenly she gets to high school and everything Indian is trendy. To make matters worse, her parents arrange for her to meet a ""suitable boy."" Of course it doesn't go well -- until Dimple goes to a club and finds him spinning a magical web . S Dimple Lala doesn't know what to think. Her parents are from India, and she's spent her whole life resisting their traditions. Then suddenly she gets to high school and everything Indian is trendy. To make matters worse, her parents arrange for her to meet a ""suitable boy."" Of course it doesn't go well -- until Dimple goes to a club and finds him spinning a magical web . Suddenly the suitable boy is suitable because of his sheer unsuitability. Complications ensue. This is a funny, thoughtful story about finding your heart, finding your culture, and finding your place in America.",young-adult
32,Franz Kafka's The Castle (Dramatization),David Fishelson Aaron Leichter Max Brod Franz Kafka,4.08,"28,219",229,111,0,Note - This is not the novel by Franz Kafka! For the novel see The Castle Note - This is not the novel by Franz Kafka! For the novel see The Castle,fiction
33,Grendel,John Gardner,3.69,"34,109","2,196",562,1,"The first and most terrifying monster in English literature, from the great early epic Beowulf, tells his side of the story in a book William Gass called ""one of the finest of our contemporary fictions."" The first and most terrifying monster in English literature, from the great early epic Beowulf, tells his side of the story in a book William Gass called ""one of the finest of our contemporary fictions.""",fiction
34,"It's Not You, It's Me",Kerry Cohen,2.88,367,101,NA,0,"Funny and touchingâthis is a heartfelt breakup story.

Zoe loves Henry.

Henry dumps Zoe.

Zoe wants Henry backâat any cost.

Zoeâs two best friends come up with a plan to help Zoe get what she thinks she wants. The plan: make Henry jealous.

But the plan takes a surprising turn. . . .

Spanning thirty-one days in the cycle of a breakup, Kerry Cohen Hoffmannâs humorous and poignant no Funny and touchingâthis is a heartfelt breakup story.

Zoe loves Henry.

Henry dumps Zoe.

Zoe wants Henry backâat any cost.

Zoeâs two best friends come up with a plan to help Zoe get what she thinks she wants. The plan: make Henry jealous.

But the plan takes a surprising turn. . . .

Spanning thirty-one days in the cycle of a breakup, Kerry Cohen Hoffmannâs humorous and poignant novel depicts a girl whose single-minded focus on her ex-boyfriend has pulled her far from the person she most needs to win backâherself.",young-adult
