,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
169,Rose Madder,Stephen King,3.73,"103,110","2,995",608,0,"Alternate cover for this ISBN can be found here

Roused by a single drop of blood, Rosie Daniels wakes up to the chilling realisation that her husband is going to kill her. And she takes flight - with his credit card.

Alone in a strange city, Rosie begins to build a new life: she meets Bill Steiner and she finds an odd junk shop painting, 'Rose Madder', which strangely seems Alternate cover for this ISBN can be found here

Roused by a single drop of blood, Rosie Daniels wakes up to the chilling realisation that her husband is going to kill her. And she takes flight - with his credit card.

Alone in a strange city, Rosie begins to build a new life: she meets Bill Steiner and she finds an odd junk shop painting, 'Rose Madder', which strangely seems to want her as much as she wants it.

But it's hard for Rosie not to keep looking over her shoulder. Rose-maddened and on the rampage, Norman is a corrupt cop with a dog's instinct for tracking people. And he's getting close. Rosie can feel just how close he's getting...",horror
170,Shantaram,Gregory David Roberts,4.23,"191,328","14,433",877,1,"""It took me a long time and most of the world to learn what I know about love and fate and the choices we make, but the heart of it came to me in an instant, while I was chained to a wall and being tortured.""

So begins this epic, mesmerizing first novel set in the underworld of contemporary Bombay. Shantaram is narrated by Lin, an escaped convict with a false passport who f ""It took me a long time and most of the world to learn what I know about love and fate and the choices we make, but the heart of it came to me in an instant, while I was chained to a wall and being tortured.""

So begins this epic, mesmerizing first novel set in the underworld of contemporary Bombay. Shantaram is narrated by Lin, an escaped convict with a false passport who flees maximum security prison in Australia for the teeming streets of a city where he can disappear.

Accompanied by his guide and faithful friend, Prabaker, the two enter Bombay's hidden society of beggars and gangsters, prostitutes and holy men, soldiers and actors, and Indians and exiles from other countries, who seek in this remarkable place what they cannot find elsewhere.

As a hunted man without a home, family, or identity, Lin searches for love and meaning while running a clinic in one of the city's poorest slums, and serving his apprenticeship in the dark arts of the Bombay mafia. The search leads him to war, prison torture, murder, and a series of enigmatic and bloody betrayals. The keys to unlock the mysteries and intrigues that bind Lin are held by two people. The first is Khader Khan: mafia godfather, criminal-philosopher-saint, and mentor to Lin in the underworld of the Golden City. The second is Karla: elusive, dangerous, and beautiful, whose passions are driven by secrets that torment her and yet give her a terrible power.

Burning slums and five-star hotels, romantic love and prison agonies, criminal wars and Bollywood films, spiritual gurus and mujaheddin guerrillasâthis huge novel has the world of human experience in its reach, and a passionate love for India at its heart. Based on the life of the author, it is by any measure the debut of an extraordinary voice in literature.",fiction
171,Shane,Jack Schaefer Wendell Minor,3.89,"10,876",952,211,0,"A stranger rode out of the heart of the great glowing West, into the small Wyoming valley in the summer of 1889.
It was Shane, who appeared on the horizon and became a friend and guardian to the Starrett family at a time when homesteaders and cattle rangers battled for territory and survival. Jack Schaeferâs classic novel illuminates the spirit of the West through the eyes A stranger rode out of the heart of the great glowing West, into the small Wyoming valley in the summer of 1889.
It was Shane, who appeared on the horizon and became a friend and guardian to the Starrett family at a time when homesteaders and cattle rangers battled for territory and survival. Jack Schaeferâs classic novel illuminates the spirit of the West through the eyes of a young boy and a hero who changes the lives of everyone around him. Renowned artist Wendell Minor provides stunning images and a moving introduction to this new edition of Shane, the ultimate tale of the Western landscape.",westerns
172,Summer Sisters,Judy Blume,3.85,"92,699","4,221",307,0,"In the summer of 1977, Victoria Leonard's world changed foreverâwhen Caitlin Somers chose her as a friend. Dazzling, reckless Caitlin welcomed Vix into the heart of her sprawling, eccentric family, opening doors to a world of unimaginable privilege, sweeping her away to vacations on Martha's Vineyard, a magical, wind-blown island where two friends became summer sisters...

N In the summer of 1977, Victoria Leonard's world changed foreverâwhen Caitlin Somers chose her as a friend. Dazzling, reckless Caitlin welcomed Vix into the heart of her sprawling, eccentric family, opening doors to a world of unimaginable privilege, sweeping her away to vacations on Martha's Vineyard, a magical, wind-blown island where two friends became summer sisters...

Now, years later, Vix is working in New York City. Caitlin is getting married on the Vineyard. And the early magic of their long, complicated friendship has faded. But Caitlin has begged Vix to come to her wedding, to be her maid of honor. And Vix knows that she will goâfor the friend whose casual betrayals she remembers all too well. Because Vix wants to understand what happened during that last shattering summer. And, after all these years, she needs to know why her best friendâher summer sisterâstill has the power to break her heart...",fiction
173,,,NA,NA,NA,NA,0,,NA
174,Ethereal,Addison Moore,3.75,"13,792",958,326,0,"Sixteen year-old, Skyla Messenger is a dead girl walking.

When her newly remarried mother moves the family to Paragon Island, to a house that is rumored to be haunted, Skyla finds refuge in Logan Oliver, a boy who shares her unique ability to read minds.

Skyla discovers Logan holds the answers to the questions sheâs been looking for, but Loganâs reluctance to give her the Sixteen year-old, Skyla Messenger is a dead girl walking.

When her newly remarried mother moves the family to Paragon Island, to a house that is rumored to be haunted, Skyla finds refuge in Logan Oliver, a boy who shares her unique ability to read minds.

Skyla discovers Logan holds the answers to the questions sheâs been looking for, but Loganâs reluctance to give her the knowledge she desires leaves her believing Logan has a few secrets of his own.

Skylaâs bloodlines may just be connected to the most powerful angelic beings that roam the earth, and the more she knows, the more danger she seems to be in. Suddenly an entire faction of earthbound angels wants her dead, at least she still has Logan, or does she?",fantasy
175,The Death Cure,James Dashner,3.77,"382,106","24,273",585,0,"Itâs the end of the line.

WICKED has taken everything from Thomas: his life, his memories, and now his only friendsâthe Gladers. But itâs finally over. The trials are complete, after one final test.

Will anyone survive?

What WICKED doesnât know is that Thomas remembers far more than they think. And itâs enough to prove that he canât believe a word of what they say.

The tru Itâs the end of the line.

WICKED has taken everything from Thomas: his life, his memories, and now his only friendsâthe Gladers. But itâs finally over. The trials are complete, after one final test.

Will anyone survive?

What WICKED doesnât know is that Thomas remembers far more than they think. And itâs enough to prove that he canât believe a word of what they say.

The truth will be terrifying.

Thomas beat the Maze. He survived the Scorch. Heâll risk anything to save his friends. But the truth might be what ends it all.

The time for lies is over.",young-adult
176,A Room with a View,E.M. Forster,3.91,"161,720","6,513",167,0,"""But you do,"" he went on, not waiting for contradiction. ""You love the boy body and soul, plainly, directly, as he loves you, and no other word expresses it ...""

Lucy has her rigid, middle-class life mapped out for her, until she visits Florence with her uptight cousin Charlotte, and finds her neatly ordered existence thrown off balance. Her eyes are opened by the unconvent ""But you do,"" he went on, not waiting for contradiction. ""You love the boy body and soul, plainly, directly, as he loves you, and no other word expresses it ...""

Lucy has her rigid, middle-class life mapped out for her, until she visits Florence with her uptight cousin Charlotte, and finds her neatly ordered existence thrown off balance. Her eyes are opened by the unconventional characters she meets at the Pension Bertolini: flamboyant romantic novelist Eleanor Lavish, the Cockney Signora, curious Mr Emerson and, most of all, his passionate son George.

Lucy finds herself torn between the intensity of life in Italy and the repressed morals of Edwardian England, personified in her terminally dull fiancÃ© Cecil Vyse. Will she ever learn to follow her own heart?",classics
177,,,NA,NA,NA,NA,0,,NA
178,Fortune's Rocks,Anita Shreve,3.89,"29,247","1,482",Brown,0,"A meditation on the erotic life of women, an exploration of class prejudices, and most of all a portrayal of the thoughts and actions of an unforgettable young woman.

A stunning new work from Anita Shreve, the author of the acclaimed bestsellers The Pilot's Wife and The Weight of Water, Fortune's Rocks is a profound and moving story about unwise love and the choices that tr A meditation on the erotic life of women, an exploration of class prejudices, and most of all a portrayal of the thoughts and actions of an unforgettable young woman.

A stunning new work from Anita Shreve, the author of the acclaimed bestsellers The Pilot's Wife and The Weight of Water, Fortune's Rocks is a profound and moving story about unwise love and the choices that transform a life.

On a beach in New Hampshire at the turn of the last century, a young woman is drawn into a rocky, disastrous passage to adulthood. Olympia Biddeford is the only child of a prominent Boston couple--a precocious and well-educated daughter, alive with ideas and flush with the first stirrings of maturity. Her summer at the family's vacation home in Fortune's Rocks is transformed by the arrival of a doctor, a friend of her father's, whose new book about mill-town laborers has caused a sensation. Olympia is captivated by his thinking, his stature, and his drive to do right--even as she is overwhelmed for the first time by irresistible sexual desire. She and the doctor--a married man, a father, and nearly three times her age--come together in an unthinkable, torturous, hopelessly passionate affair. Throwing aside propriety and self-preservation, Olympia plunges forward with cataclysmic results that are the price of straying in an unforgiving era. Olympia is cast out of the world she knows, and Fortune's Rocks is the story of her determination to reinvent her broken life--and claim the one thing she finds she cannot live without.

A meditation on the erotic life of women, an exploration of class prejudices, and most of all a portrayal of the thoughts and actions of an unforgettable young woman, Fortune's Rocks is a masterpiece of narrative drama, beautifully written by one of the most accomplished novelists of our time.",fiction
179,Vampire Kisses: The Beginning,Ellen Schreiber,4.13,"27,879",521,980,0,"A new guy in town.

Rumors of vampires.

Dangerous first love.

This is where it all begins. . . .

The mansion on top of Benson Hill has stood empty for years. But one day it seems to be occupied, and its mysterious, handsome inhabitant Alexander Sterling becomes the source of much talk around town. Raven, a vampire-obsessed Goth-girl who has always considered herself an outsider A new guy in town.

Rumors of vampires.

Dangerous first love.

This is where it all begins. . . .

The mansion on top of Benson Hill has stood empty for years. But one day it seems to be occupied, and its mysterious, handsome inhabitant Alexander Sterling becomes the source of much talk around town. Raven, a vampire-obsessed Goth-girl who has always considered herself an outsider in ""Dullsville,"" is determined to uncover the truth surrounding the secretive Alexander. As she gets to know him, and their spark intensifies, Raven finds herself in some unanticipated situations. Can Alexander make her lifelong dream come true? But love always has its complicationsâespecially when it can only be awakened at nightfall.

The first three books in Ellen Schreiber's bestselling Vampire Kisses series capture the thrill of a most unusual romance.",paranormal
180,Red Mars,Kim Stanley Robinson,3.86,"73,979","3,663",898,6,"In his most ambitious project to date, award-winning author Kim Stanley Robinson utilizes years of research & cutting-edge science in the 1st of a trilogy chronicling the colonization of Mars:

For eons, sandstorms have swept the desolate landscape. For centuries, Mars has beckoned humans to conquer its hostile climate. Now, in 2026, a group of 100 colonists is about to fulf In his most ambitious project to date, award-winning author Kim Stanley Robinson utilizes years of research & cutting-edge science in the 1st of a trilogy chronicling the colonization of Mars:

For eons, sandstorms have swept the desolate landscape. For centuries, Mars has beckoned humans to conquer its hostile climate. Now, in 2026, a group of 100 colonists is about to fulfill that destiny.

John Boone, Maya Toitavna, Frank Chalmers & Arkady Bogdanov lead a terraforming mission. For some, Mars will become a passion driving them to daring acts of courage & madness. For others it offers an opportunity to strip the planet of its riches. For the genetic alchemists, it presents a chance to create a biomedical miracle, a breakthrough that could change all we know about life & death. The colonists orbit giant satellite mirrors to reflect light to the surface. Black dust sprinkled on the polar caps will capture warmth. Massive tunnels, kilometers deep, will be drilled into the mantle to create stupendous vents of hot gases. Against this backdrop of epic upheaval, rivalries, loves & friendships will form & fall to pieces--for there are those who will fight to the death to prevent Mars from ever being changed.

Brilliantly imagined, breathtaking in scope & ingenuity, Red Mars is an epic scientific saga, chronicling the next step in evolution, creating a world in its entirety. It shows a future, with both glory & tarnish, that awes with complexity & inspires with vision.",science-fiction
181,The Deerslayer,James Fenimore Cooper Robert Tilton,3.69,"13,226",509,576,1,"A restless white youth raised by Indians, Natty Bumppo is called Deerslayer for the daring that sets him apart from his peers. But he has yet to meet the test of human conflict. In a tale of violent action and superbly sustained suspense, the harsh realities of tribal warfare force him to kill his first foe, then face torture at the stake. Still yet another kind of initiat A restless white youth raised by Indians, Natty Bumppo is called Deerslayer for the daring that sets him apart from his peers. But he has yet to meet the test of human conflict. In a tale of violent action and superbly sustained suspense, the harsh realities of tribal warfare force him to kill his first foe, then face torture at the stake. Still yet another kind of initiation awaits him when he discovers not only the ruthlessness of ""civilized"" men, but also the special danger of a woman's will. His reckless spirit transformed into mature courage and moral certainty, the Deerslayer emerges to face life with nobility as pure and proud as the wilderness whose fierce beauty and freedom have claimed his heart.",classics
182,'Salem's Lot,Stephen King,4.04,"370,983","12,568",483,1,"Thousands of miles away from the small township of 'Salem's Lot, two terrified people, a man and a boy, still share the secrets of those clapboard houses and tree-lined streets. They must return to 'Salem's Lot for a final confrontation with the unspeakable evil that lives on in the town. Thousands of miles away from the small township of 'Salem's Lot, two terrified people, a man and a boy, still share the secrets of those clapboard houses and tree-lined streets. They must return to 'Salem's Lot for a final confrontation with the unspeakable evil that lives on in the town.",horror
183,The Color of Magic,Terry Pratchett,3.98,"346,215","10,870",509,1,"Terry Pratchett's profoundly irreverent, bestselling novels have garnered him a revered position in the halls of parody next to the likes of Mark Twain, Kurt Vonnegut, Douglas Adams, and Carl Hiaasen.

The Color of Magic is Terry Pratchett's maiden voyage through the now-legendary land of Discworld. This is where it all begins -- with the tourist Twoflower and his wizard gui Terry Pratchett's profoundly irreverent, bestselling novels have garnered him a revered position in the halls of parody next to the likes of Mark Twain, Kurt Vonnegut, Douglas Adams, and Carl Hiaasen.

The Color of Magic is Terry Pratchett's maiden voyage through the now-legendary land of Discworld. This is where it all begins -- with the tourist Twoflower and his wizard guide, Rincewind.

On a world supported on the back of a giant turtle (sex unknown), a gleeful, explosive, wickedly eccentric expedition sets out. There's an avaricious but inept wizard, a naive tourist whose luggage moves on hundreds of dear little legs, dragons who only exist if you believe in them, and of course THE EDGE of the planet...",fantasy
184,The Shelters of Stone,Jean M. Auel,3.83,"45,329","1,358",300,1,"Los Refugios de Piedra comienza cuando Ayla y Jondalar terminan su Ã©pico viaje a travÃ©s de Europa en compaÃ±Ã­a de sus amigos, los animales Lobo, Relinchona y Corredor, y son bienvenidos por los zelandones, la gente del pueblo de Jondalar. Ayla se siente fascinada por la gente de la Novena Cueva de los zelandones. Y en Zelandoni, la lÃ­der espiritual de la Novena Cueva, y qui Los Refugios de Piedra comienza cuando Ayla y Jondalar terminan su Ã©pico viaje a travÃ©s de Europa en compaÃ±Ã­a de sus amigos, los animales Lobo, Relinchona y Corredor, y son bienvenidos por los zelandones, la gente del pueblo de Jondalar. Ayla se siente fascinada por la gente de la Novena Cueva de los zelandones. Y en Zelandoni, la lÃ­der espiritual de la Novena Cueva, y quien iniciÃ³ a Jondalar en el Regalo del Placer, descubre a una compaÃ±era con poderes curativos con quien compartir sus conocimientos y habilidades.

Pero en tanto que Ayla y Jondalar se preparan para convertirse formalmente en pareja durante los Encuentros de Verano, se presentan dificultades. No todos los zelandones los reciben con agrado. Algunos temen la influencia de Ayla y detestan su relaciÃ³n con aquellos a quienes llaman cabezas chatas, y ella llama los del Clan. Algunos hasta se oponen a que forme pareja con Jondalar y hacen evidente su disgusto. Ayla tiene que recurrir a todas sus habilidades, inteligencia, conocimientos e instintos para poder hallar el camino en esta complicada sociedad, prepararse para el nacimiento de su hijo, y decidir si estÃ¡ dispuesta a aceptar nuevos desafÃ­os y desempeÃ±ar un papel significativo en el destino de los zelandones.",historical
185,Monster,Walter Dean Myers,3.73,"68,478","6,234",840,6,"Sometimes I feel like I have walked into the middle of a movie. Maybe I can make my own movie. The film will be the story of my life. No, not my life, but of this experience. I'll call it what the lady who is the prosecutor called me. Monster.

Fade In: Interior Court. A guard sits at a desk behind Steve. Kathy O'Brien, Steve's lawyer, is all business as she talks to Steve.

O Sometimes I feel like I have walked into the middle of a movie. Maybe I can make my own movie. The film will be the story of my life. No, not my life, but of this experience. I'll call it what the lady who is the prosecutor called me. Monster.

Fade In: Interior Court. A guard sits at a desk behind Steve. Kathy O'Brien, Steve's lawyer, is all business as she talks to Steve.

O'Brien
Let me make sure you understand what's going on. Both you and this king character are on trial for felony murder. Felony Murder is as serious as it gets. . . . When you're in court, you sit there and pay attetion. You let the jury know that you think the case is a serious as they do. . . .

Steve
You think we're going to win ?

O'Brien (seriously)
It probably depends on what you mean by ""win.""

Sixteen-year-old Steve Harmon is on trial for murder. A Harlem drugstore owner was shot and killed in his store, and the word is that Steve served as the lookout.

Guilty or innocent, Steve becomes a pawn in the hands of ""the system,"" cluttered with cynical authority figures and unscrupulous inmates, who will turn in anyone to shorten their own sentences. For the first time, Steve is forced to think about who he is as he faces prison, where he may spend all the tomorrows of his life.

As a way of coping with the horrific events that entangle him, Steve, an amateur filmmaker, decides to transcribe his trial into a script, just like in the movies. He writes it all down, scene by scene, the story of how his whole life was turned around in an instant. But despite his efforts, reality is blurred and his vision obscured until he can no longer tell who he is or what is the truth. This compelling novel is Walter Dean Myers's writing at its best.",young-adult
186,Making Contact with the Other Side: How to Enchance Your Own Psychic Powers,Sylvia Browne,3.92,26,2,NA,0,"Drawing from 40 years of work as a psychic and deep-trance medium, Sylvia Browne explores the supernatural world with you on this audio program and takes you on an unforgettable journey of the soul. You'll gain some essential tools to enhance your own psychic powers. Drawing from 40 years of work as a psychic and deep-trance medium, Sylvia Browne explores the supernatural world with you on this audio program and takes you on an unforgettable journey of the soul. You'll gain some essential tools to enhance your own psychic powers.",spirituality
187,,,NA,NA,NA,NA,0,,NA
188,All the Pretty Horses,Cormac McCarthy,it,"100,580","6,689",302,2,"All the Pretty Horses tells of young John Grady Cole, the last of a long line of Texas ranchers. Across the border Mexico beckonsâbeautiful and desolate, rugged and cruelly civilized. With two companions, he sets off on an idyllic, sometimes comic adventure, to a place where dreams are paid for in blood.",fiction
189,Violets Are Blue,James Patterson,3.97,"61,405","1,302",NA,0,"Detective Alex Cross must confront his most terrifying nemesis ever-and his own deepest fears-in this electrifying new thriller from the master of suspense, James Patterson.
Alex Cross has never believed in vampires. But when two joggers are found slain in a manner that suggests a macabre ritual, he has to reconsider. Someone believes in vampires enough to have committe Detective Alex Cross must confront his most terrifying nemesis ever-and his own deepest fears-in this electrifying new thriller from the master of suspense, James Patterson.
Alex Cross has never believed in vampires. But when two joggers are found slain in a manner that suggests a macabre ritual, he has to reconsider. Someone believes in vampires enough to have committed a series of bizarre murders that appear to be the work of one. Local police are horrified, and even the FBI is baffled.
Cross takes on the case and plunges into a netherworld of secret clubs and role-players, a world full of poseurs and playactors-and someone demented enough to have crossed the line from dark ritual to real blood. At the same time, a lethal super-criminal from Cross's past known as the Mastermind is stalking him, taunting him, and threatening everything he holds dear. Cross has never been closer to defeat, or in greater danger. In a shocking conclusion, Alex Cross must survive a deadly confrontation-only to discover at last the awful secret of the Mastermind.",mystery
190,At First Sight,Nicholas Sparks,3.83,"81,639","3,782",941,0,"There are a few things Jeremy Marsh was sure heâd never do: heâd never leave New York City; never give his heart away after barely surviving one failed marriage; and never become a parent. Now Jeremy is living in the tiny town of Boone Creek, North Carolina, engaged to Lexie Darnell, the love of his life, and anticipating the start of their family. But just as his life see There are a few things Jeremy Marsh was sure heâd never do: heâd never leave New York City; never give his heart away after barely surviving one failed marriage; and never become a parent. Now Jeremy is living in the tiny town of Boone Creek, North Carolina, engaged to Lexie Darnell, the love of his life, and anticipating the start of their family. But just as his life seems to be settling into a blissful pattern, a mysterious and disturbing e-mail sets off a chain of events that will change the course of this young coupleâs relationship. How well do we really know the ones we love? How do we handle the inevitable doubts, fears concerning parenthood, and stumbling blocks that are sometimes placed in our way? Continuing the story of the young couple introduced in Sparksâs bestselling True Believer, this novel captures all the heartbreak, tension, romance and surprises of those who are newly wed. An astonishing tale about the love between a man and a woman and between a parent and a child, At First Sight is about endings that bring new beginnings . . . tragedies that lead to unexpected joy . . . and, most of all, the magic of everlasting love.",romance
191,Paper Towns,John Green,3.76,"1,083,292","50,835",840,11,"Who is the real Margo?

Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs into his lifeâdressed like a ninja and summoning him for an ingenious campaign of revengeâhe follows. After their all-nighter ends, and a new day breaks, Q arrives at school to discover that Margo, alw Who is the real Margo?

Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs into his lifeâdressed like a ninja and summoning him for an ingenious campaign of revengeâhe follows. After their all-nighter ends, and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are cluesâand they're for him. Urged down a disconnected path, the closer he gets, the less Q sees the girl he thought he knew...",young-adult
192,A Man in Full,Tom Wolfe,3.85,"17,160",991,065,1,"The setting is Atlanta, Georgia â a racially mixed, late-century boomtown full of fresh wealth and wily politicians. The protagonist is Charles Croker, once a college football star, now a late-middle-aged Atlanta conglomerate king whose outsize ego has at last hit up against reality. Charlie has a 29,000 acre quail-shooting plantation, a young and demanding second wife, an The setting is Atlanta, Georgia â a racially mixed, late-century boomtown full of fresh wealth and wily politicians. The protagonist is Charles Croker, once a college football star, now a late-middle-aged Atlanta conglomerate king whose outsize ego has at last hit up against reality. Charlie has a 29,000 acre quail-shooting plantation, a young and demanding second wife, and a half-empty office complex with a staggering load of debt.

Meanwhile, Conrad Hensley, idealistic young father of two, is laid off from his job at the Croker Global Foods warehouse near Oakland and finds himself spiraling into the lower depths of the American legal system.

And back in Atlanta, when star Georgia Tech running back Fareek âthe Canonâ Fanon, a homegrown product of the cityâs slums, is accused of date-raping the daughter of a pillar of the white establishment, upscale black lawyer Roger White II is asked to represent Fanon and help keep the cityâs delicate racial balance from blowing sky-high.

Networks of illegal Asian immigrants crisscrossing the continent, daily life behind bars, shady real estate syndicates â Wolfe shows us contemporary America with all the verve, wit, and insight that have made him our most admired novelist. Charlie Crokerâs deliverance from his tribulations provides an unforgettable denouement to the most widely awaited, hilarious and telling novel America has seen in ages â Tom Wolfeâs most outstanding achievement to date.",fiction
193,The Prince,NiccolÃ² Machiavelli Rufus Goodwin Benjamin Martinez,3.82,"289,328","9,657",451,1,"Machiavelli needs to be looked at as he really was. Hence: Can Machiavelli, who makes the following observations, be Machiavellian as we understand the disparaging term? 1. So it is that to know the nature of a people, one need be a Prince; to know the nature of a Prince, one need to be of the people. 2. If a Prince is not given to vices that make him hated, it is unsusal Machiavelli needs to be looked at as he really was. Hence: Can Machiavelli, who makes the following observations, be Machiavellian as we understand the disparaging term? 1. So it is that to know the nature of a people, one need be a Prince; to know the nature of a Prince, one need to be of the people. 2. If a Prince is not given to vices that make him hated, it is unsusal for his subjects to show their affection for him. 3. Opportunity made Moses, Cyrus, Romulus, Theseus, and others; their virtue domi-nated the opportunity, making their homelands noble and happy. Armed prophets win; the disarmed lose. 4. Without faith and religion, man achieves power but not glory. 5. Prominent citizens want to command and oppress; the populace only wants to be free of oppression. 6. A Prince needs a friendly populace; otherwise in diversity there is no hope. 7. A Prince, who rules as a man of valor, avoids disasters, 8. Nations based on mercenary forces will never be solid or secure. 9. Mercenaries are dangerous because of their cowardice 10. There are two ways to fight: one with laws, the other with force. The first is rightly manâs way; the second, the way of beasts.",classics
194,The War of the Worlds,H.G. Wells Arthur C. Clarke,3.83,"270,299","9,216",898,0,"When an army of invading Martians lands in England, panic and terror seize the population. As the aliens traverse the country in huge three-legged machines, incinerating all in their path with a heat ray and spreading noxious toxic gases, the people of the Earth must come to terms with the prospect of the end of human civilization and the beginning of Martian rule.

Inspirin When an army of invading Martians lands in England, panic and terror seize the population. As the aliens traverse the country in huge three-legged machines, incinerating all in their path with a heat ray and spreading noxious toxic gases, the people of the Earth must come to terms with the prospect of the end of human civilization and the beginning of Martian rule.

Inspiring films, radio dramas, comic-book adaptations, television series and sequels,The War of the Worlds is a prototypical work of science fiction which has influenced every alien story that has come since, and is unsurpassed in its ability to thrill, well over a century since it was first published.",classics
195,Rush Hudson Limbaugh and His Times: Reflections on a Life Well Lived,Rush Limbaugh George G. Suggs Jr.,2.20,5,0,003,0,"This series of interviews with Rush H. Limbaugh Sr. explores his life as a man who, from his humble beginnings, rose with talent and hard work to great achievement and prominence in his chosen profession of law. Limbaughâs legal career was launched in Cape Girardeau, Missouri, in 1916 at the age of twenty-five, and he practiced there until shortly before his death in 1996 This series of interviews with Rush H. Limbaugh Sr. explores his life as a man who, from his humble beginnings, rose with talent and hard work to great achievement and prominence in his chosen profession of law. Limbaughâs legal career was launched in Cape Girardeau, Missouri, in 1916 at the age of twenty-five, and he practiced there until shortly before his death in 1996 at the age of 104. His professional years were marked by his competence and distinction as a lawyer, his membership to the Missouri House of Representatives, and his numerous office-holdings, such as president of the Missouri Bar. These interviews reveal a good man with a strength of character that commanded respect and endeared him to all who knew him, a man who at age ninety-six when the interviews occurred was living an extraordinary life of achievement and service, illustrated by his dedication to his family, church, community, and profession.",NA
196,Eaters of the Dead,Michael Crichton,3.68,"37,008","1,796",050,0,"It is 922 A.D. The refined Arab courtier Ibn Fadlan is accompanying a party of Viking warriors back to their home. He is appalled by their customsâthe gratuitous sexuality of their women, their disregard for cleanliness, and their cold-blooded sacrifices. As they enter the frozen, forbidden landscape of the Northâwhere the dayâs length does not equal the nightâs, where aft It is 922 A.D. The refined Arab courtier Ibn Fadlan is accompanying a party of Viking warriors back to their home. He is appalled by their customsâthe gratuitous sexuality of their women, their disregard for cleanliness, and their cold-blooded sacrifices. As they enter the frozen, forbidden landscape of the Northâwhere the dayâs length does not equal the nightâs, where after sunset the sky burns in streaks of colorâFadlan soon discovers that he has been unwillingly enlisted to combat the terrors in the night that come to slaughter the Vikings, the monsters of the mist that devour human flesh. But just how he will do it, Fadlan has no idea.",fiction
197,The Official Pokemon Handbook,Maria S. Barbo,4.43,"1,874",81,NA,0,"If you want to be a PokÃ©mon trainer, you gotta get the Deluxe Collector's guide to all 151 megapopular pocket pals, plus Togepi. Check out what's inside!
New PokÃ©mon! The baby Togepi and the super-rare, super-powerful Mew. Bonus PokÃ©mon poster! Starring all 151 PokÃ©mon, plus Togepi. How to join the PokÃ©mon League. The scoop on all eight Gym Leaders. Al If you want to be a PokÃ©mon trainer, you gotta get the Deluxe Collector's guide to all 151 megapopular pocket pals, plus Togepi. Check out what's inside!
New PokÃ©mon! The baby Togepi and the super-rare, super-powerful Mew. Bonus PokÃ©mon poster! Starring all 151 PokÃ©mon, plus Togepi. How to join the PokÃ©mon League. The scoop on all eight Gym Leaders. All you ever wanted to know about Pok&eacte;mon Trainers Ash, Misty, Brock, Team Rocket, and more!
Everything you need to become the world's greatest PokÃ©mon master!",childrens
198,Mr. & Mrs. Fitzwilliam Darcy: Two Shall Become One,Sharon Lathan,3.46,"3,899",510,NA,0,"A honeymoon can last a lifetime

""A book that addresses all the unanswered questions...""

Beginning on their wedding day, Darcy and Elizabeth are two people who are deeply in love with one another and are excited to begin their marriage.

Their courtship was tempestuous; misunderstandings and misgivings nearly tore them apart. But now that theyâve seen each other without pre A honeymoon can last a lifetime

""A book that addresses all the unanswered questions...""

Beginning on their wedding day, Darcy and Elizabeth are two people who are deeply in love with one another and are excited to begin their marriage.

Their courtship was tempestuous; misunderstandings and misgivings nearly tore them apart. But now that theyâve seen each other without prejudice, their trust, attraction, and delight in each other grows with every passing day. Both are inexperienced and innocent, sharing moments of shyness and boldness as they discover the kinds of intimacies that a newlywed couple shares.

As their love story unfolds, they reveal their innermost secrets and feelings, embracing each other in a marriage filled with romance, passion, humor, and drama that will keep you spellbound.",romance
199,Lucky,Alice Sebold,3.77,"100,626","4,422",127,0,"In a memoir hailed for its searing candor and wit, Alice Sebold reveals how her life was utterly transformed when, as an eighteen-year-old college freshman, she was brutally raped and beaten in a park near campus. What propels this chronicle of her recovery is Sebold's indomitable spirit - as she struggles for understanding (""After telling the hard facts to anyone, from lo In a memoir hailed for its searing candor and wit, Alice Sebold reveals how her life was utterly transformed when, as an eighteen-year-old college freshman, she was brutally raped and beaten in a park near campus. What propels this chronicle of her recovery is Sebold's indomitable spirit - as she struggles for understanding (""After telling the hard facts to anyone, from lover to friend, I have changed in their eyes""); as her dazed family and friends sometimes bungle their efforts to provide comfort and support; and as, ultimately, she triumphs, managing through grit and coincidence to help secure her attacker's arrest and conviction. In a narrative by turns disturbing, thrilling, and inspiring, Alice Sebold illuminates the experience of trauma victims even as she imparts wisdom profoundly hard-won: ""You save yourself or you remain unsaved.""",non-fiction
